history_lag,smoothed_alpha_mean
0,4.4760421099040455
1,4.469764816734569
2,4.467231075535907
3,4.4506840537164
4,4.47915911875294
5,4.463963999801461
6,4.473698413565504
7,4.462951088908144
8,4.491629680741531
9,4.479584134594699
10,4.49057669260467
11,4.480570775855011
12,4.493331322911834
13,4.473813040073813
14,4.476252595072163
15,4.473015217858634
16,4.4925112379900725
17,4.479812955893496
18,4.480509659244795
19,4.476337527137444
20,4.493371125631072
21,4.4814808934800014
22,4.491517047119666
23,4.477563328752515
24,4.484210239538348
25,4.470014947172564
