history_lag,smoothed_alpha_mean
0,1.7134752282240306
1,1.765673404911595
2,2.5663158562362725
3,2.574804671918372
4,2.5821699737529453
5,2.8701578778547923
6,3.7845296227142153
7,4.162615661806135
8,4.988597676509438
9,4.988767500149742
10,4.993773032444124
11,4.98974082452462
12,4.985030689572351
13,4.99399321401823
14,4.996592251106325
15,4.996921297557976
16,4.997089714682303
17,4.997099999543279
18,4.997726146993456
19,4.375277770717636
20,4.163695029275033
21,4.105247219620924
22,4.11901657406984
23,3.080894355157104
24,2.944782364204175
