history_lag,smoothed_alpha_mean
0,114.13451585921008
1,110.27917068632075
2,106.43908625876415
3,90.16081220261285
4,74.93411056522876
5,61.47694842753892
6,44.3679714604142
7,28.086481267849162
8,5.098564648847293
9,3.43667932013349
10,-2.5371240306707445
11,1.2471375458501022
12,2.659503883121074
13,1.3835191791491546
14,7.745618864594219
15,0.9781442615694279
16,-2.6211918825704346
17,-0.8946713295224956
18,0.6375889005184255
19,3.6927880657127123
20,4.661749523873145
21,1.592810331293768
22,0.6633216491340039
23,2.588977403139774
24,8.036863052289714
25,1.9370409306775174
26,2.954426472348189
