history_lag,smoothed_alpha_mean
0,281.96876557551394
1,280.33139339935724
2,279.14042395311367
3,279.6909510572496
4,286.38204355050357
5,291.22957030743197
6,267.8657709002718
7,263.77495541720805
8,255.5683860560287
9,252.45902674984166
10,238.88592013574907
11,162.6155814480713
12,116.16962543336898
13,82.62765269019336
14,42.64876948301385
15,15.416656636817065
16,2.502633122525911
17,4.2910686121357635
18,-2.4624011384749664
19,0.09542708731777026
20,-1.3116548840681022
21,-1.008689028953871
22,15.16133969078702
23,0.7523886447088273
24,-4.366746148563088
25,-6.022460231957515
26,-9.770115215563207
27,9.292141465421071
28,6.527972490622382
29,-8.64460700334836
30,-15.232426139672
31,-10.696594415954152
32,-3.1569831007985236
33,-2.379013590760494
34,-19.816202511490257
