history_lag,smoothed_alpha_mean
0,869.3722001957256
1,867.4017837372878
2,864.9099444458446
3,856.314109511104
4,857.7950159850676
5,838.427662899632
6,800.4030509443905
7,798.5681283837533
8,764.1819429337759
9,711.3684848906391
10,675.1903257760627
11,647.6993413776845
12,626.2538998533958
13,582.4918843663519
14,551.511895057564
15,551.0153237450511
16,528.7199346594331
17,518.2100312987262
18,422.98592521442856
19,365.805446258511
20,334.00127225995004
21,333.69620453588067
22,276.1752845039859
23,143.68551274302632
24,86.81021675368673
25,51.669448461135396
26,19.213219234158704
27,10.222181517122918
28,-0.5958837987654558
29,1.3697107804858848
30,-4.50355942998328
31,0.5084740540892551
32,-2.080642167457212
33,-0.30300568083618323
34,16.722452554433993
35,5.432732122948615
36,1.6400249813521415
37,12.948888004037126
38,1.8163991882131076
39,10.587539826005624
40,15.657361551997962
41,-10.152789504966783
42,-29.344106856840167
43,-20.582335572955117
44,-20.257034683044164
45,-19.638409071829592
46,-47.65159124592725
