history_lag,smoothed_alpha_mean
0,15.5144257609183
1,15.390994116070019
2,15.152811620556609
3,15.36972451284576
4,13.947884517692795
5,11.2367400034842
6,6.459927367807005
7,5.742341946486671
8,0.38811962563047814
9,2.7506112145386914
10,0.2432360281533596
11,-0.48045451209893186
12,1.2900503607163047
13,-0.5294738990523249
14,-2.6406040270133935
15,-0.5370767665979546
16,1.0824416645106318
17,2.1785916123213434
18,3.0357371187484876
19,3.892509661498521
20,3.692738664166618
21,3.5481524924481764
22,4.023183720390912
23,2.475695265222054
24,4.611874652694108
