history_lag,smoothed_alpha_mean
0,308.8387654756017
1,310.7971205027468
2,307.8465969002861
3,306.4424764624648
4,312.47718714719855
5,318.25824843931207
6,317.2622818090769
7,312.2308631255327
8,311.82124632603126
9,313.47077881908166
10,330.8352020918366
11,284.871447713585
12,274.81653766845994
13,276.12166957602426
14,286.5109998106512
15,268.63526783896964
16,162.88175410975032
17,102.17209043478492
18,67.52276402876203
19,37.93689933565121
20,11.74314535405826
21,1.4320014754672001
22,3.4296389649625776
23,-4.27522187166771
24,0.4299415600862185
25,-2.183536387230292
26,-0.6416605747200121
27,15.254564633251288
28,-3.8923338812521484
29,-4.4368709927430015
30,1.0930437897584582
31,-8.642127865165964
32,11.820975784100535
33,7.776330671823237
34,-12.558908064361855
35,-21.01704839785135
36,-18.306797392138403
37,-12.675477683825385
38,-10.10775570830511
39,-38.878686358779596
