history_lag,smoothed_alpha_mean
0,4.698327257683666
1,4.578347289588341
2,4.876417875346352
3,4.474245750233854
4,3.6238487279418825
5,3.1569378894669806
6,1.8477905217680242
7,1.520742081086622
8,0.8783120079927077
9,0.5325109198606219
10,1.238618845392235
11,1.2332438318872438
12,1.2801405991822088
13,1.8476479658837162
14,2.082539439983529
15,2.3546672767148937
16,2.438672585011355
17,2.6142314670508893
18,2.399021106950568
19,2.305632622750067
20,2.059987687219402
21,1.7391946304064325
22,1.8436001386844456
