time_step,corrected_at_t0,corrected_at_t1,corrected_at_t2,corrected_at_t3,corrected_at_t4,corrected_at_t5,corrected_at_t6,corrected_at_t7,corrected_at_t8,corrected_at_t9,corrected_at_t10,corrected_at_t11,corrected_at_t12,corrected_at_t13,corrected_at_t14,corrected_at_t15,corrected_at_t16,corrected_at_t17,corrected_at_t18,corrected_at_t19,corrected_at_t20,corrected_at_t21,corrected_at_t22,corrected_at_t23,corrected_at_t24,corrected_at_t25,corrected_at_t26,corrected_at_t27,corrected_at_t28,corrected_at_t29,corrected_at_t30,corrected_at_t31,corrected_at_t32,corrected_at_t33,corrected_at_t34,corrected_at_t35,corrected_at_t36,corrected_at_t37,corrected_at_t38,corrected_at_t39,corrected_at_t40,corrected_at_t41,corrected_at_t42,corrected_at_t43,corrected_at_t44,corrected_at_t45,corrected_at_t46,corrected_at_t47,corrected_at_t48,corrected_at_t49,corrected_at_t50,corrected_at_t51,corrected_at_t52,corrected_at_t53,corrected_at_t54
9,,,,,,,,,,0.9869341334920876,1.0010283223668974,1.0210032724485838,1.05424955434126,0.9991399924082648,1.0428097095400306,1.12366059493269,1.3175530552788444,1.3373184284171322,1.428634913297578,1.5812609348529485,1.5582584755497615,1.2801405991822088,0.3055395011880312,-2.640604027013393,-4.75372875896545,-2.6211918825704346,-1.2647262581101726,-2.215572712578717,-2.3822744732542285,-4.048526268726981,-4.903313961103741,-5.152810913335509,-5.522527854293178,-4.366746148563088,-4.2730364809644845,-4.339175879402215,-4.187679892736764,-4.136118253430035,-4.4368709927430015,-3.602931976083068,-2.677585649146699,-2.2969835366038125,-1.4338595523468578,0.178031086151545,0.4962078639614007,1.6400249813521417,3.701397644972581,5.073980434460015,5.638773045655992,6.109153618932556,5.60905148635536,3.6273178283459577,1.1180891393442394,-0.1698998939341786,-0.18622859128586472
10,,,,,,,,,,,0.9880724139339466,1.0077671124244882,1.040945856113252,0.9807787078512382,1.0226500764151476,1.0980173026432052,1.2859944388224798,1.2823966465684598,1.36307376604648,1.432250607369307,1.3263072246594685,1.2332438318872438,0.8918964445862152,-0.5294738990523249,-0.7077849813325594,0.978144261569428,1.3321367101600243,0.7145737330150854,2.585110085300571,1.3677033595222816,2.0086252493648664,2.080680807085196,1.2670394155203897,0.7523886447088273,0.0479947066258462,-1.265949061474249,-2.0585893929388863,-3.096078312132962,-3.892333881252149,-2.847274027692054,-1.87360249107074,-1.2232593382066854,-0.0105536026064612,1.3349719501243629,3.8840230345005455,5.432732122948615,5.821636375371165,5.186002646997963,4.965546786155094,5.544778778077656,5.892235022959185,5.85905446811848,5.624417663260863,5.898093246839201,6.012967386134601
11,,,,,,,,,,,,1.0125110561763284,1.0461382261548398,0.9823603076212992,1.0230937220742935,1.1011450755217032,1.295764515554824,1.26729961952534,1.3223205946954264,1.2732725254777697,1.2090534661450425,1.238618845392235,1.332846984783715,1.2900503607163047,4.047350887825025,7.745618864594219,7.310799683476074,7.592095659820566,10.30017169044592,10.50531813102434,12.085253300991535,12.699463215366022,13.634691151513666,15.16133969078702,15.88452405041886,15.99632019514116,16.257812195756838,15.963391864480364,15.254564633251288,15.90152680044044,16.442297953399788,16.71289600322209,16.59740152835026,16.43488546024704,17.178111704742257,16.722452554433993,15.738087749298026,15.631593670315386,14.645224626853032,13.637698117943682,13.040929684614024,11.692109842358418,10.52099263428757,9.788983715907245,9.184347277322715
12,,,,,,,,,,,,,1.0436124736972514,0.9765865021350576,1.011724432367593,1.0770476156634734,1.2535184543883806,1.198785406107859,1.2168389929544594,1.077382367179914,0.8213756689613874,0.5325109198606219,0.0921271719113567,-0.4804545120989318,0.427599703566102,1.3835191791491546,-0.6585497803714897,-1.665258629364296,-2.0334446579430847,-1.854198613497506,-1.3831559417865822,-1.426028369543327,-1.4219331288148638,-1.008689028953871,-0.712583894113619,-0.5960428474140581,-0.4298252067444668,-0.4475229351179054,-0.6416605747200121,-0.1254055649933974,0.2439749078038832,0.9866903138563567,0.9035698109510778,0.8508996782945785,0.6833291771705312,-0.3030056808361832,-0.741362730682878,-0.8530216167674709,-0.8502960626595788,-0.7535986677878994,-0.3373260883168438,0.6412553683524744,-0.5065541043409693,0.2498278790180983,-0.720730564436852
13,,,,,,,,,,,,,,0.9736289261863728,1.0134710743321642,1.088226517617157,1.3028179165511964,1.2516662152410876,1.339111978173419,1.3251110642302044,1.136218550176585,0.8783120079927077,0.364921070303811,0.2432360281533596,1.2946983816908106,2.659503883121074,2.226951730023405,3.1588773253546925,0.9784395023552768,2.7960382841463023,1.2419490103118698,0.9061435401649748,-0.9649812645659012,-1.3116548840681022,-1.3272796452372395,-0.6953260440580135,-0.0530561803138769,0.2410522359294583,-2.183536387230292,-1.6019901327303372,-1.202536521581654,-1.1208698423848604,-1.347382084431334,-1.9584288626880373,-2.5613972756693504,-2.080642167457212,-1.3923385997948716,-1.2950573971477208,-1.2681667421251004,-1.6192646039865348,-1.8520649214812408,-1.5277261057858624,-1.0967214758421773,-0.8600489979632573,-0.24077065374051262
14,,,,,,,,,,,,,,,1.0094259251541673,1.0881226690959682,1.349359777007216,1.2841435061573716,1.4258767753482957,1.5342994456755756,1.5227855781274986,1.520742081086622,1.6659179588032011,2.7506112145386914,3.024364221944356,1.2471375458501022,0.1224774564753928,2.6196634399845795,0.3155226661567107,2.073485472388368,0.0686461094809297,0.9952742330586912,0.5123978904979103,0.0954270873177702,-1.289487340530436,-0.840831205090478,-0.5171921704567091,0.0058891371130315,0.4299415600862185,0.0255030696240067,-0.5054999215268008,-0.14719381212642,0.0919425372812959,0.2623290986066465,0.5986554080734089,0.5084740540892551,1.0811888954229654,1.5070676197647046,1.7334437253552448,1.5708014562643993,1.7157162718724186,1.7399699285232435,1.528840565325106,1.3164580504993382,0.8507563815607939
15,,,,,,,,,,,,,,,,1.0776110647130153,1.3469513765096068,1.279566527805479,1.488310701646276,1.877689370044507,1.9713108541165003,1.847790521768024,1.394074579042599,0.3881196256304781,-1.6344965982854802,-2.5371240306707445,-1.5000167001073237,-0.3287376481732653,1.0105532655869047,1.0627316426659266,0.6789273123648762,-0.3671046436001198,-1.7682636584875675,-2.4624011384749664,-2.8324461179952363,-3.321559283331346,-3.807573650239466,-4.280123891847243,-4.27522187166771,-4.352208191218293,-4.399945831860291,-4.602873353960314,-4.719846206774227,-4.732927134405745,-4.556771396231023,-4.50355942998328,-4.291047794992861,-3.836074168846829,-3.147191632020653,-2.4838818392216697,-1.904957001929516,-1.3796485996261083,-0.8627635577020293,-0.550953050698259,-0.06109968110813175
16,,,,,,,,,,,,,,,,,1.3414593998288036,1.2466899987962787,1.4329211263120007,1.970130110895305,2.488416485891884,3.1569378894669806,4.247439268581922,5.742341946486671,5.859279196151745,3.43667932013349,4.108128762981335,2.895892627477545,4.997052175862928,3.4571036458875426,4.216145214614123,4.3009249862912045,4.4294179870559365,4.291068612135764,5.0461024989397565,4.679053185748125,4.240674311689799,3.748804785616577,3.4296389649625776,3.1913729642327984,3.0115757023245338,2.5306412713930486,2.0386560967332072,1.977853118065536,2.022402460664205,1.3697107804858848,0.0248230959856644,0.0900811022099461,0.4703297600711827,1.0612979482488043,0.5965173546071155,0.662463477747966,0.9649036869485296,1.1516454572585697,1.8526890901083641
17,,,,,,,,,,,,,,,,,,1.2583944144017898,1.4449641855592676,2.228956282975414,2.9889913998920905,3.6238487279418825,4.659280249619817,6.459927367807005,7.239012052976767,5.098564648847293,2.926628193675051,2.642147601985391,2.520372279627113,2.279558837939913,2.344496954932188,2.314622690305446,2.6971129045195004,2.502633122525911,2.220028124382784,1.6872199527258045,1.3699287785362515,1.305096424990349,1.4320014754672,1.064806473380853,0.9896069414817618,0.6518705291070546,0.6756947182627848,-0.0123568102344076,-0.8302844003840942,-0.5958837987654558,0.0470119066973955,0.12434584595489,0.357617213963233,0.2538023450398446,0.5639697843185465,0.3325379444644452,0.3775394972769555,0.2230356841461574,0.007542474510456743
18,,,,,,,,,,,,,,,,,,,1.431608235985547,2.301534754239287,3.3261678723414554,4.474245750233854,6.791157016203199,11.2367400034842,19.5774874859388,28.08648126784916,28.309372473505185,26.15446201711675,23.360435668055302,20.93871349069424,19.69297770219379,17.62257179749991,16.426835334906148,15.416656636817065,14.28252455576539,13.507893469205506,12.688622711942992,11.792530939414773,11.74314535405826,11.14573066344456,10.39859761534155,10.335909907642344,9.87431596384183,10.194296965602543,10.535935297728509,10.222181517122918,10.985093285382954,11.53968406795049,11.067286198391235,10.521670671452934,11.052401796318897,11.871730303369768,11.154170731001946,11.172082403268456,10.215490411693674
19,,,,,,,,,,,,,,,,,,,,2.3212083674293185,3.52457136001969,4.876417875346352,8.086453639053246,13.947884517692795,27.54260932672312,44.3679714604142,49.19831312666546,51.14302320744836,51.674099192108834,49.721261811506864,49.26089937823647,45.98592437579299,43.92371007879852,42.64876948301385,42.09188426092262,41.21215788011159,40.168872601920256,39.14908641188272,37.93689933565121,37.52068078799579,37.09319500878356,35.51697159994472,33.47319232035002,30.094912981245965,24.70971501362473,19.213219234158704,14.334266845764992,9.63482953482034,6.249719503907626,3.9354231534395736,1.7296040093960312,2.051894949986855,2.721503328557037,3.169104839372275,4.053662375548944
20,,,,,,,,,,,,,,,,,,,,,3.332707849558221,4.578347289588341,8.044113559659952,15.36972451284576,33.53894804461971,61.47694842753892,75.67479805749565,82.36758771758234,87.50779700543971,88.005466199548,89.16218662124191,86.84777092076814,84.58307717228134,82.62765269019336,80.45510855934437,77.01509715604158,74.18417893765613,71.32141183296704,67.52276402876203,66.09695729713636,64.14432779290071,62.05088841006621,59.84404886754257,57.56775172803543,54.1450877254971,51.6694484611354,50.063614502718494,44.88767929695744,36.97009005480137,30.925917930991883,26.616986507340467,22.73905900377711,19.239597244777336,15.483047526696549,12.839826651691494
21,,,,,,,,,,,,,,,,,,,,,,4.698327257683666,8.054273761168725,15.152811620556609,37.74743090606956,74.93411056522876,94.21618678662428,103.14489300762364,109.60768478582492,113.43810650413778,116.9796365640906,117.67768305086187,116.85738950112382,116.16962543336898,113.87351994626324,111.20727543753556,108.53208603989422,105.6739471716324,102.17209043478492,100.36437476610256,98.16477856723468,96.50349359849612,94.07296776077844,91.7520822323682,89.43515457368717,86.81021675368673,84.9928117696847,82.14221310479233,79.79841198490986,78.25540069681924,76.9754594361001,74.65932645500072,72.5662388678982,70.04024864911815,69.44989740036725
22,,,,,,,,,,,,,,,,,,,,,,,8.25220041537569,15.39099411607002,43.03246970995442,90.16081220261285,115.94376019289436,129.37749188140546,140.5708180442019,147.29128907951528,153.72440616289074,157.63087012844142,161.3584055953393,162.6155814480713,163.97103554411842,164.19912893824596,164.18233208371512,163.78501656579417,162.88175410975032,163.14115738610258,162.90008616180455,162.96976829609332,160.88818385745353,156.5784434454879,150.51477193590347,143.68551274302632,138.17423594378505,133.5455576331595,129.54451214766223,127.4050264729901,125.17839234265286,123.94200672927464,121.5981509851826,120.02711637070264,118.55594734875825
23,,,,,,,,,,,,,,,,,,,,,,,,15.5144257609183,47.35214301050616,106.43908625876416,141.85063726742058,162.38151441440283,180.72917167147173,194.2265392038606,207.05861840759903,218.8599107355771,229.86670638365533,238.88592013574907,246.6364489407997,253.6342492190315,259.7307170359726,264.7368931007076,268.63526783896964,272.732212597183,276.3632229753661,279.4030215771126,281.2567409186759,280.9319468844485,278.8771752883546,276.1752845039859,273.58657931280555,271.03807835022724,270.432346423787,269.4831687374664,270.59551814776523,270.8283333315045,270.6968079089765,271.10927995476266,272.46606201858077
24,,,,,,,,,,,,,,,,,,,,,,,,,48.13883514139184,110.27917068632075,148.76421641864013,171.13056906774372,191.3108488785039,205.4859412471491,219.14554662750115,231.18272245203784,243.12947943551785,252.45902674984168,261.6873327058,269.0324709754461,275.97000774582824,282.0826646562905,286.5109998106512,291.3574787448351,295.80968850826497,300.779380193648,306.1619362773703,314.3765561411035,324.7005244107782,333.69620453588067,340.8488857942339,347.9029252682405,351.9618438527091,355.08374546514307,357.5766675875441,359.41586143331733,361.8078936909951,363.826359476902,364.4856694334308
25,,,,,,,,,,,,,,,,,,,,,,,,,,114.13451585921008,154.04803924032382,177.2175537132462,196.45282211939968,211.46687962873705,224.3368850406165,236.2196010632761,247.05774844060176,255.5683860560287,262.62967844391034,267.0859716245041,271.1945263008206,274.60976416965644,276.12166957602426,278.1046540947005,280.3160882053927,283.23973941851904,288.4192400172436,300.48421690774137,317.12162411604777,334.00127225995004,348.0827880045184,360.4353053605349,367.8856169646966,373.1124022194471,377.39164822263376,378.1530206826132,379.18021418688966,379.88347101699446,379.3494254452911
26,,,,,,,,,,,,,,,,,,,,,,,,,,,157.52228403803292,183.9260647577589,203.30453650541108,219.02172608039308,232.63062024996685,245.9405563220161,256.1346747488814,263.77495541720805,268.888933824039,271.6264993527492,273.7018256037473,274.8642806586007,274.81653766845994,274.74735432979685,275.3461717892559,278.523062711738,285.3320637679074,305.7322738504917,335.4470995910792,365.805446258511,392.5460264803306,414.64143626408594,431.1114683354277,443.30468706888814,452.3623097002516,456.6448073182,459.25712774996174,463.6437138601861,465.1530391495804
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1385466980204,205.2047556774216,221.2717981408321,234.8626677731998,247.43800377274303,258.70015461038906,267.8657709002718,274.2247449616276,277.6461076263191,280.2935038493744,282.2631865704556,284.871447713585,285.74454207300835,287.7340847058601,292.9422328352413,303.1917067678,332.1082204439271,376.0457992135133,422.98592521442856,461.0047398724399,490.0651675629912,509.0419514798816,522.1001472920406,531.2837544043708,531.4088835598039,532.7055552402047,535.1977415575036,535.6645948830685
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.3172117081423,228.248786574958,245.0362172477249,259.810859339304,276.2084096364195,291.229570307432,302.6480209152237,311.2494557156208,318.42968387179,324.6709196824883,330.8352020918366,334.45514259610206,339.8110913765841,349.1981790014412,363.5575443204345,400.60199697917966,457.5168880521201,518.2100312987262,566.5186066257346,607.1332017035952,639.4293696326772,662.6291473434592,680.5785333927739,687.5151697275153,693.2453733415293,701.7266982506843,705.596298133255
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.04995604726813,245.7944141375736,258.56244289002416,272.95163879484056,286.3820435505036,295.80329397440863,302.0042006329732,306.62016222658934,310.3291233602836,313.47077881908166,315.6567180046169,320.487986238529,329.8375782871931,345.37415733010823,389.2503412348399,455.9724693304814,528.7199346594331,586.8480574214743,636.4177335679874,675.057824528909,705.4778596753462,728.6383323994925,739.3310617167205,748.2615226885047,758.4042411324268,763.7186943787616
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.3691929987301,254.3997346739825,268.1428792669553,279.6909510572496,289.3389308209091,295.99639886498903,301.52394846476847,306.64259492717906,311.82124632603126,314.67073820283946,320.3570757294563,330.55654537300245,348.039056085984,397.0010791425755,470.89587056660025,551.0153237450511,615.1173760050204,673.3813276871412,718.7095609299587,754.3124300933755,781.3583646522535,794.7904675564887,807.0011077925469,818.6120015337051,825.442268323532
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.23759320417287,265.3361481752749,279.14042395311367,288.89636778710786,296.07571751738107,301.66683300930976,306.4906326183271,312.2308631255327,315.13579377520006,320.91947775685577,331.3212888707387,349.12270541146535,399.1056769044993,472.85596078039634,551.511895057564,612.4173028149482,666.373889695183,705.1321107247801,733.940807273163,756.2426289424933,768.4128946113789,780.0916837911562,790.3833323995913,798.1567812745308
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.4730872179797,280.33139339935724,291.1537048112869,298.8912511586059,305.9296702928611,311.37341268132235,317.2622818090769,320.8143979589417,327.4776697734876,338.6280679098395,358.3335525650098,412.9299251699193,494.1248659210476,582.4918843663519,653.1884240431992,717.2103480511412,766.1774874240559,805.9485548792707,836.5852062619575,853.2543513757184,868.2684844027677,881.6289287148753,891.8450952363393
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.96876557551394,292.8427501111819,300.28641938721927,306.74320132866626,311.75470124444973,318.25824843931207,321.2432092280044,327.39684727376107,340.6101211983735,363.2183790687995,426.56914102309537,522.3756398671346,626.2538998533958,710.5504074710491,783.998719478819,839.9356186072764,886.1448619496409,922.1823061370264,943.678805639591,963.3282421261276,979.9588078890692,994.1390525631955
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.9293706183155,297.83471603663435,302.4858658163707,306.38268608074776,312.4771871471985,314.89616746678456,320.528186850755,333.8048366943694,358.05355188000544,427.952260056681,532.0181416063201,647.6993413776845,741.9155248520578,821.1949987739384,883.7238978717696,934.9523655626472,976.9685886706104,1001.0511835716758,1022.7391813609798,1040.885420012571,1056.738448699949
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.62654719051164,298.51401308069785,301.1812304762363,306.4424764624648,307.8819667526846,312.85382835352675,326.3920474613109,352.5353067187583,430.81831608552136,546.1371733715783,675.1903257760627,783.2524483075312,875.1312086362755,949.671416258802,1011.2937111238598,1058.79422575202,1085.684970405796,1109.5641940164116,1128.454999889093,1145.0527361000495
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4572475922912,302.4654150954286,307.8465969002861,309.1713879418759,314.5124691631984,329.5650542532701,358.2114852519143,444.44084625762326,570.2737429811349,711.3684848906391,832.0404353031341,937.2842571759734,1024.1910562087216,1093.849900825336,1148.138587434837,1183.268266658736,1212.2116319844351,1236.4603767848753,1258.2042617775169
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.81406654521123,310.7971205027468,313.8914556176145,321.7563601329572,339.41902942700915,372.1278752868073,467.7307935866213,608.3869635734378,764.1819429337759,898.5797081590383,1015.455602507692,1112.139000172324,1190.1229631509375,1249.4583000986877,1287.895704436541,1320.1868187733187,1347.7553243736895,1371.3801588532233
