history_lag,smoothed_alpha_mean
0,309.65131581646585
1,311.04162470667876
2,313.8914556176145
3,309.1713879418759
4,307.8819667526846
5,314.89616746678456
6,321.2432092280044
7,320.81439795894175
8,315.13579377520006
9,314.67073820283946
10,315.6567180046169
11,334.45514259610206
12,285.74454207300835
13,274.74735432979685
14,278.1046540947005
15,291.3574787448351
16,272.732212597183
17,163.14115738610258
18,100.36437476610256
19,66.09695729713636
20,37.52068078799579
21,11.14573066344456
22,1.0648064733808533
23,3.1913729642327984
24,-4.352208191218293
25,0.025503069624006773
26,-1.6019901327303372
27,-0.12540556499339747
28,15.90152680044044
29,-2.847274027692054
30,-3.6029319760830676
31,1.663641112875576
32,-8.26679995296265
33,11.884300207118722
34,6.71316910831197
35,-14.144488875469758
36,-22.929132957105217
37,-20.570592457951523
38,-15.355644792340065
39,-11.344192729736747
40,-41.21370735179046
