history_lag,smoothed_alpha_mean
0,314.46776465482054
1,315.4001722881323
2,318.0005736002522
3,321.7563601329572
4,314.5124691631984
5,312.85382835352675
6,320.528186850755
7,327.39684727376107
8,327.4776697734876
9,320.91947775685577
10,320.3570757294563
11,320.487986238529
12,339.8110913765841
13,287.7340847058601
14,275.3461717892559
15,280.3160882053927
16,295.80968850826497
17,276.3632229753661
18,162.90008616180455
19,98.16477856723468
20,64.14432779290071
21,37.09319500878356
22,10.39859761534155
23,0.9896069414817618
24,3.0115757023245338
25,-4.399945831860291
26,-0.5054999215268008
27,-1.2025365215816541
28,0.24397490780388328
29,16.442297953399788
30,-1.8736024910707394
31,-2.677585649146699
32,2.844319974979606
33,-7.9685634060965995
34,11.395858884134901
35,5.855374644800481
36,-15.626104680136423
37,-24.998604975561076
38,-23.008554346157894
39,-17.712269311877883
40,-12.408247889547614
41,-43.49245580571667
