history_lag,smoothed_alpha_mean
0,243.3691929987301
1,245.7944141375736
2,245.03621724772495
3,234.8626677731998
4,232.63062024996685
5,224.33688504061647
6,219.14554662750115
7,207.05861840759906
8,153.72440616289074
9,116.9796365640906
10,89.16218662124191
11,49.26089937823647
12,19.69297770219379
13,2.344496954932188
14,4.216145214614123
15,0.6789273123648762
16,0.06864610948092978
17,1.2419490103118698
18,-1.3831559417865822
19,12.085253300991535
20,2.0086252493648664
21,-4.903313961103741
22,-4.201237889186922
23,-7.540241766754602
24,5.852732839618266
25,6.738913399428388
26,-4.184376608259448
27,-13.435607518307418
28,-12.110862771789577
29,-1.608250999558632
30,-2.953279274259416
31,-7.6200873733528205
