history_lag,smoothed_alpha_mean
0,228.04995604726813
1,228.248786574958
2,221.27179814083212
3,219.02172608039308
4,211.46687962873702
5,205.4859412471491
6,194.2265392038606
7,147.29128907951528
8,113.43810650413778
9,88.005466199548
10,49.721261811506864
11,20.93871349069424
12,2.279558837939913
13,3.4571036458875426
14,1.0627316426659266
15,2.0734854723883682
16,2.7960382841463023
17,-1.8541986134975061
18,10.505318131024339
19,1.3677033595222816
20,-4.048526268726981
21,-0.7735530633538339
22,-6.1133565401742604
23,3.420808765361808
24,4.4235592748287385
25,-4.477574680092875
26,-14.412903447332937
27,-12.767653658741468
28,-2.2894452620937353
29,-4.064258754694617
30,-5.8180474473398185
