history_lag,smoothed_alpha_mean
0,299.4572475922912
1,298.51401308069785
2,302.4858658163707
3,306.74320132866626
4,305.9296702928611
5,301.66683300930976
6,301.52394846476847
7,306.62016222658934
8,318.42968387178996
9,280.29350384937436
10,273.70182560374735
11,271.1945263008206
12,275.97000774582824
13,259.7307170359726
14,164.18233208371512
15,108.53208603989422
16,74.18417893765613
17,40.168872601920256
18,12.688622711942992
19,1.3699287785362517
20,4.240674311689799
21,-3.807573650239466
22,-0.5171921704567091
23,-0.05305618031387699
24,-0.42982520674446684
25,16.257812195756838
26,-2.0585893929388863
27,-4.187679892736764
28,-1.70898435595727
29,-9.407268088532822
30,10.311013730503005
31,6.474226237156979
32,-12.399001678147108
33,-19.861641336245437
34,-15.51748805690085
35,-10.560159392573222
36,-6.893860996025106
37,-32.230886871553864
