history_lag,smoothed_alpha_mean
0,1145.110177588441
1,1154.47630950056
2,1168.1479749708792
3,1163.0148232803074
4,1162.901095756572
5,1157.2774795423106
6,1164.514452797241
7,1140.8006025072352
8,1077.5658799927276
9,1066.7455946409202
10,1015.455602507692
11,937.2842571759734
12,875.1312086362755
13,821.1949987739384
14,783.998719478819
15,717.2103480511412
16,666.373889695183
17,673.3813276871412
18,636.4177335679874
19,607.1332017035952
20,490.0651675629912
21,414.64143626408594
22,360.4353053605349
23,347.9029252682405
24,271.03807835022724
25,133.5455576331595
26,82.14221310479233
27,44.88767929695744
28,9.63482953482034
29,11.53968406795049
30,0.12434584595489001
31,0.0900811022099461
32,-3.8360741688468294
33,1.5070676197647046
34,-1.2950573971477208
35,-0.8530216167674709
36,15.631593670315386
37,5.186002646997963
38,5.073980434460015
39,18.19483970880588
40,3.9385345669635803
41,8.02941053529081
42,20.360066004088765
43,-9.762224835198946
44,-34.915194466072236
45,-20.780363605095005
46,-28.81832500190264
47,-28.326168737767656
48,-44.013816133550826
