history_lag,smoothed_alpha_mean
0,157.52228403803292
1,154.04803924032382
2,148.76421641864013
3,141.85063726742058
4,115.94376019289435
5,94.21618678662429
6,75.67479805749565
7,49.19831312666546
8,28.309372473505185
9,2.926628193675051
10,4.108128762981335
11,-1.5000167001073237
12,0.12247745647539282
13,2.226951730023405
14,-0.6585497803714897
15,7.310799683476074
16,1.3321367101600243
17,-1.2647262581101726
18,2.4017386088100374
19,2.7213446001416326
20,7.321369817147353
21,6.3262845959105505
22,2.616894305150959
23,-2.286093065863378
24,0.7441283772665173
25,6.582495273408029
26,1.2608278608750763
27,1.9671750309659972
