LINKNO,subw_4,subw_5,subw_6,subw_7,subw_8
53,487,306,270,260,259
67,305,261,258,68,68
69,305,261,258,68,68
70,561,326,279,261,259
94,262,258,68,68,68
95,262,258,68,68,68
101,263,259,68,68,68
104,309,262,259,258,258
105,276,262,259,258,258
109,337,262,259,258,258
111,985,422,296,265,258
113,319,259,68,68,68
117,367,279,259,258,258
120,395,287,259,258,258
127,509,314,273,258,258
128,1,1,1,1,1
135,491,303,271,258,258
142,631,339,271,258,258
144,620,318,274,264,258
156,514,320,276,266,258
168,584,337,283,266,258
170,737,370,288,266,258
179,1002,420,276,266,258
260,708,347,268,260,259
262,697,347,268,260,259
270,517,306,270,260,259
273,571,304,269,260,259
277,1110,449,275,265,258
279,2,2,2,2,2
289,430,288,262,260,259
290,425,288,262,260,259
291,360,278,262,260,259
292,339,269,258,68,68
293,313,269,258,68,68
294,1086,444,300,265,258
296,333,269,258,68,68
301,267,261,258,68,68
302,372,277,262,260,259
304,267,261,258,68,68
306,267,261,258,68,68
309,1057,438,299,265,258
310,457,285,265,259,259
314,270,260,68,68,68
315,282,264,260,259,259
317,269,260,68,68,68
318,301,265,260,259,259
319,399,285,265,259,259
320,259,68,68,68,68
321,258,68,68,68,68
325,284,264,260,259,259
326,357,275,260,259,259
328,309,262,259,258,258
329,444,296,267,263,259
330,309,262,259,258,258
333,276,262,259,258,258
335,1045,430,275,265,258
337,470,292,267,263,259
338,958,319,275,265,258
339,530,323,277,263,259
340,365,280,259,258,258
341,406,292,267,263,259
344,534,321,272,258,258
350,912,319,275,265,258
351,699,363,285,265,258
353,432,283,264,258,258
354,434,290,264,258,258
358,455,303,271,258,258
359,513,319,275,265,258
360,513,319,275,265,258
361,512,318,274,264,258
364,588,340,271,258,258
365,587,339,271,258,258
366,601,338,281,265,258
368,512,318,274,264,258
369,763,339,271,258,258
371,554,333,282,265,258
376,872,383,287,264,258
378,799,383,287,264,258
380,742,320,276,266,258
382,701,361,287,264,258
389,1034,427,297,266,258
390,791,373,286,264,258
391,792,373,286,264,258
392,514,320,276,266,258
394,844,388,276,266,258
395,989,420,276,266,258
401,738,372,286,264,258
404,738,372,286,264,258
405,817,378,283,266,258
408,796,377,283,266,258
418,963,418,292,266,258
487,461,304,269,260,259
490,691,347,268,260,259
492,465,306,270,260,259
494,412,293,268,260,259
497,412,293,268,260,259
498,487,306,270,260,259
499,515,306,270,260,259
503,543,328,268,260,259
504,611,345,279,261,259
513,527,281,263,261,259
514,388,282,261,260,259
515,561,326,279,261,259
516,1097,447,275,265,258
517,396,288,262,260,259
519,297,261,258,68,68
520,339,269,258,68,68
524,329,270,258,68,68
525,329,270,258,68,68
526,315,271,261,260,259
528,275,261,258,68,68
530,325,272,262,260,259
531,275,261,258,68,68
532,505,285,265,259,259
534,629,336,266,262,259
538,279,265,260,259,259
539,331,263,260,259,259
540,284,264,260,259,259
541,277,263,260,259,259
542,390,284,265,259,259
543,526,291,266,262,259
544,259,68,68,68,68
545,268,259,68,68,68
546,276,262,259,258,258
548,269,260,68,68,68
549,980,422,296,265,258
550,406,292,267,263,259
551,284,264,260,259,259
552,479,291,266,262,259
553,464,300,266,262,259
554,463,300,266,262,259
555,271,258,68,68,68
557,309,262,259,258,258
558,276,262,259,258,258
561,406,292,267,263,259
562,988,421,275,265,258
563,598,335,278,263,259
564,366,279,259,258,258
565,406,292,267,263,259
568,839,384,290,265,258
569,484,292,267,263,259
570,471,308,272,258,258
571,497,313,273,258,258
573,382,283,264,258,258
575,912,319,275,265,258
577,655,341,281,265,258
581,467,290,264,258,258
582,513,319,275,265,258
583,513,319,275,265,258
584,698,362,275,265,258
585,601,338,281,265,258
588,512,318,274,264,258
589,503,303,271,258,258
590,688,319,275,265,258
592,714,366,275,265,258
593,588,340,271,258,258
594,548,330,275,265,258
595,554,333,282,265,258
599,760,353,284,265,258
600,873,383,287,264,258
601,580,333,282,265,258
602,799,383,287,264,258
604,580,333,282,265,258
606,634,349,283,266,258
607,739,373,286,264,258
610,736,370,288,266,258
612,832,392,287,264,258
613,1034,427,297,266,258
614,634,349,283,266,258
615,738,372,286,264,258
616,514,320,276,266,258
618,844,388,276,266,258
620,866,392,287,264,258
621,794,372,286,264,258
623,767,378,283,266,258
625,788,349,283,266,258
626,738,372,286,264,258
628,758,371,288,266,258
629,736,370,288,266,258
632,826,389,292,266,258
635,814,377,283,266,258
636,814,377,283,266,258
657,1049,437,295,266,258
708,1139,455,302,265,258
711,412,293,268,260,259
713,465,306,270,260,259
714,755,345,279,261,259
715,747,346,279,261,259
716,515,306,270,260,259
718,1149,452,301,265,258
721,1118,451,302,265,258
722,517,306,270,260,259
723,492,305,269,260,259
725,412,293,268,260,259
727,1115,448,275,265,258
728,661,345,279,261,259
735,748,375,289,262,259
736,913,397,293,262,259
737,539,326,279,261,259
738,858,398,289,262,259
739,859,398,289,262,259
740,1086,444,300,265,258
741,315,271,261,260,259
742,305,261,258,68,68
743,305,261,258,68,68
744,1144,456,301,265,258
745,290,261,258,68,68
746,351,274,262,260,259
748,329,270,258,68,68
749,371,277,262,260,259
750,636,344,280,261,259
752,372,277,262,260,259
754,344,271,261,260,259
755,273,261,258,68,68
756,1040,435,275,265,258
758,1062,425,296,265,258
760,273,261,258,68,68
762,277,263,260,259,259
763,393,285,265,259,259
764,347,263,260,259,259
765,399,285,265,259,259
766,405,291,266,262,259
768,262,258,68,68,68
769,294,264,260,259,259
770,303,268,260,259,259
771,276,262,259,258,258
772,284,264,260,259,259
773,1056,430,275,265,258
774,1017,422,296,265,258
775,294,264,260,259,259
776,932,410,290,265,258
777,642,351,277,263,259
778,578,323,277,263,259
779,309,262,259,258,258
780,327,262,259,258,258
781,309,262,259,258,258
782,468,287,259,258,258
784,355,262,259,258,258
785,530,323,277,263,259
787,610,335,278,263,259
788,497,313,273,258,258
789,881,381,290,265,258
790,524,321,272,258,258
791,542,313,273,258,258
792,997,421,275,265,258
793,839,384,290,265,258
794,529,315,267,263,259
795,807,381,290,265,258
796,919,319,275,265,258
797,442,299,259,258,258
801,700,363,285,265,258
805,458,303,271,258,258
807,860,395,291,265,258
808,513,319,275,265,258
809,698,362,275,265,258
812,514,320,276,266,258
813,503,303,271,258,258
814,715,366,275,265,258
816,780,380,284,265,258
817,573,331,276,266,258
819,786,379,284,265,258
821,683,361,287,264,258
822,763,339,271,258,258
824,712,358,282,265,258
826,634,349,283,266,258
828,1029,433,298,266,258
830,584,337,283,266,258
831,514,320,276,266,258
836,789,382,276,266,258
837,1053,427,297,266,258
838,724,371,288,266,258
839,803,382,276,266,258
841,794,372,286,264,258
842,972,420,276,266,258
843,738,372,286,264,258
844,791,373,286,264,258
845,767,378,283,266,258
847,1005,427,297,266,258
848,767,378,283,266,258
849,863,320,276,266,258
850,863,320,276,266,258
852,736,370,288,266,258
853,1005,427,297,266,258
854,808,349,283,266,258
856,1012,420,276,266,258
857,808,349,283,266,258
859,890,405,295,266,258
860,814,377,283,266,258
864,984,415,295,266,258
874,999,417,292,266,258
878,1025,405,295,266,258
933,591,306,270,260,259
936,707,347,268,260,259
937,461,304,269,260,259
938,754,345,279,261,259
940,461,304,269,260,259
942,1150,452,301,265,258
943,461,304,269,260,259
944,517,306,270,260,259
946,492,305,269,260,259
947,633,348,268,260,259
949,1120,452,301,265,258
953,661,345,279,261,259
954,520,307,270,260,259
957,878,375,289,262,259
959,886,404,293,262,259
960,886,404,293,262,259
961,589,326,279,261,259
962,913,397,293,262,259
963,903,393,293,262,259
965,868,397,293,262,259
966,313,269,258,68,68
967,408,289,262,260,259
969,381,282,261,260,259
970,473,281,263,261,259
972,329,270,258,68,68
973,705,336,266,262,259
974,823,387,266,262,259
975,296,263,260,259,259
976,427,281,263,261,259
977,300,263,260,259,259
978,436,281,263,261,259
979,289,266,260,259,259
980,513,319,275,265,258
981,380,281,263,261,259
982,1064,438,299,265,258
983,273,261,258,68,68
984,306,268,260,259,259
985,68,68,68,68,68
986,519,291,266,262,259
987,393,285,265,259,259
988,405,291,266,262,259
989,519,291,266,262,259
992,654,352,277,263,259
993,277,263,260,259,259
994,356,275,260,259,259
995,358,275,260,259,259
996,356,275,260,259,259
998,1003,425,296,265,258
999,405,291,266,262,259
1001,1014,430,275,265,258
1002,980,422,296,265,258
1003,309,262,259,258,258
1004,535,322,272,258,258
1005,536,322,272,258,258
1006,604,321,272,258,258
1008,366,279,259,258,258
1013,939,414,296,265,258
1014,566,324,278,263,259
1015,484,292,267,263,259
1017,839,384,290,265,258
1018,504,292,267,263,259
1021,442,299,259,258,258
1024,276,262,259,258,258
1025,716,367,285,265,258
1027,495,311,264,258,258
1028,398,290,264,258,258
1029,660,354,285,265,258
1030,556,290,264,258,258
1032,833,386,291,265,258
1033,795,319,275,265,258
1035,512,318,274,264,258
1036,513,319,275,265,258
1037,514,320,276,266,258
1038,879,402,291,265,258
1040,825,385,275,265,258
1041,554,333,282,265,258
1045,653,320,276,266,258
1046,872,383,287,264,258
1048,1038,433,298,266,258
1050,760,353,284,265,258
1051,742,320,276,266,258
1052,1030,434,298,266,258
1053,701,361,287,264,258
1054,752,374,276,266,258
1055,819,382,276,266,258
1059,831,391,287,264,258
1060,514,320,276,266,258
1062,736,370,288,266,258
1063,514,320,276,266,258
1065,634,349,283,266,258
1067,584,337,283,266,258
1069,1037,427,297,266,258
1070,767,378,283,266,258
1072,736,370,288,266,258
1073,1037,427,297,266,258
1074,1009,429,297,266,258
1076,890,405,295,266,258
1077,1005,427,297,266,258
1078,796,377,283,266,258
1083,953,405,295,266,258
1084,953,405,295,266,258
1087,964,406,292,266,258
1092,1008,424,295,266,258
1096,983,406,292,266,258
1099,1025,405,295,266,258
1101,1054,436,295,266,258
1102,1025,405,295,266,258
1155,674,304,269,260,259
1157,674,304,269,260,259
1158,591,306,270,260,259
1160,707,347,268,260,259
1161,461,304,269,260,259
1164,1119,449,275,265,258
1165,571,304,269,260,259
1166,1119,449,275,265,258
1167,571,304,269,260,259
1168,632,347,268,260,259
1170,617,328,268,260,259
1171,633,348,268,260,259
1172,612,346,279,261,259
1173,1133,453,302,265,258
1177,661,345,279,261,259
1178,474,305,269,260,259
1179,875,401,289,262,259
1180,360,278,262,260,259
1181,1106,444,300,265,258
1182,921,393,293,262,259
1183,835,393,293,262,259
1184,513,319,275,265,258
1185,627,343,280,261,259
1186,1100,319,275,265,258
1187,1142,456,301,265,258
1189,850,397,293,262,259
1190,473,281,263,261,259
1191,820,375,289,262,259
1193,599,343,280,261,259
1194,482,281,263,261,259
1196,352,274,262,260,259
1197,405,291,266,262,259
1198,836,394,294,262,259
1199,436,281,263,261,259
1200,801,291,266,262,259
1201,446,285,265,259,259
1202,446,285,265,259,259
1203,248,248,248,248,248
1205,583,336,266,262,259
1207,273,261,258,68,68
1208,405,291,266,262,259
1209,376,263,260,259,259
1210,519,291,266,262,259
1211,583,336,266,262,259
1212,765,291,266,262,259
1213,546,325,266,262,259
1216,1052,430,275,265,258
1217,406,292,267,263,259
1218,358,275,260,259,259
1219,772,351,277,263,259
1220,1022,426,296,265,258
1221,262,258,68,68,68
1222,307,262,259,258,258
1223,657,352,277,263,259
1227,615,313,273,258,258
1228,991,319,275,265,258
1229,439,297,267,263,259
1230,513,319,275,265,258
1232,615,313,273,258,258
1238,566,324,278,263,259
1239,598,335,278,263,259
1246,575,315,267,263,259
1248,455,303,271,258,258
1249,919,319,275,265,258
1251,458,303,271,258,258
1252,669,356,285,265,258
1253,777,319,275,265,258
1254,398,290,264,258,258
1256,860,395,291,265,258
1258,795,319,275,265,258
1259,513,319,275,265,258
1260,513,319,275,265,258
1261,514,320,276,266,258
1262,879,402,291,265,258
1263,588,340,271,258,258
1264,824,385,275,265,258
1265,513,319,275,265,258
1267,631,339,271,258,258
1268,693,361,287,264,258
1269,712,358,282,265,258
1270,683,361,287,264,258
1276,1032,431,298,266,258
1278,1032,431,298,266,258
1280,917,391,287,264,258
1281,841,391,287,264,258
1283,584,337,283,266,258
1286,789,382,276,266,258
1288,876,391,287,264,258
1289,745,337,283,266,258
1291,514,320,276,266,258
1294,736,370,288,266,258
1302,805,377,283,266,258
1307,890,405,295,266,258
1308,1081,427,297,266,258
1311,959,416,292,266,258
1316,1093,441,297,266,258
1319,890,405,295,266,258
1320,1055,436,295,266,258
1382,608,304,269,260,259
1383,1119,449,275,265,258
1384,1119,449,275,265,258
1385,632,347,268,260,259
1388,1119,449,275,265,258
1389,679,347,268,260,259
1390,1119,449,275,265,258
1391,632,347,268,260,259
1392,735,345,279,261,259
1394,611,345,279,261,259
1395,916,407,289,262,259
1396,1133,453,302,265,258
1397,1123,452,301,265,258
1398,667,345,279,261,259
1399,618,328,268,260,259
1401,661,345,279,261,259
1402,412,293,268,260,259
1403,930,407,289,262,259
1406,1112,319,275,265,258
1408,1106,444,300,265,258
1409,626,343,280,261,259
1411,1097,447,275,265,258
1413,889,399,294,262,259
1414,496,281,263,261,259
1415,513,319,275,265,258
1417,748,375,289,262,259
1418,748,375,289,262,259
1419,281,261,258,68,68
1420,371,277,262,260,259
1421,513,319,275,265,258
1423,857,400,294,262,259
1424,846,394,294,262,259
1425,684,350,266,262,259
1426,629,336,266,262,259
1427,446,285,265,259,259
1428,273,261,258,68,68
1429,1060,439,299,265,258
1431,1063,425,296,265,258
1433,405,291,266,262,259
1434,405,291,266,262,259
1436,1003,425,296,265,258
1437,405,291,266,262,259
1441,654,352,277,263,259
1442,453,291,266,262,259
1444,1056,430,275,265,258
1445,307,262,259,258,258
1446,357,275,260,259,259
1447,637,351,277,263,259
1448,406,292,267,263,259
1451,439,297,267,263,259
1453,460,292,267,263,259
1456,449,292,267,263,259
1459,406,292,267,263,259
1460,276,262,259,258,258
1462,952,414,296,265,258
1463,881,381,290,265,258
1470,702,354,285,265,258
1472,276,262,259,258,258
1474,398,290,264,258,258
1475,456,262,259,258,258
1476,659,354,285,265,258
1477,513,319,275,265,258
1478,659,354,285,265,258
1483,811,385,275,265,258
1484,688,319,275,265,258
1485,549,330,275,265,258
1486,888,402,291,265,258
1487,513,319,275,265,258
1489,678,353,284,265,258
1490,647,340,271,258,258
1491,647,340,271,258,258
1492,649,353,284,265,258
1493,729,364,284,265,258
1494,584,337,283,266,258
1495,763,339,271,258,258
1497,872,383,287,264,258
1501,683,361,287,264,258
1504,902,391,287,264,258
1505,831,391,287,264,258
1507,689,355,276,266,258
1509,792,373,286,264,258
1512,514,320,276,266,258
1513,1053,427,297,266,258
1518,736,370,288,266,258
1526,775,371,288,266,258
1527,1009,429,297,266,258
1528,815,377,283,266,258
1531,1002,420,276,266,258
1532,1081,427,297,266,258
1537,963,418,292,266,258
1604,668,304,269,260,259
1609,754,345,279,261,259
1613,1127,454,302,265,258
1615,611,345,279,261,259
1617,517,306,270,260,259
1618,916,407,289,262,259
1619,1118,451,302,265,258
1622,1118,451,302,265,258
1623,928,408,289,262,259
1624,466,307,270,260,259
1625,1107,448,275,265,258
1626,412,293,268,260,259
1627,1135,457,301,265,258
1628,430,288,262,260,259
1630,1108,444,300,265,258
1631,396,288,262,260,259
1632,1086,444,300,265,258
1633,1134,456,301,265,258
1634,305,261,258,68,68
1636,473,281,263,261,259
1638,627,343,280,261,259
1639,1097,447,275,265,258
1640,297,261,258,68,68
1641,848,387,266,262,259
1642,850,397,293,262,259
1643,371,277,262,260,259
1644,418,294,263,261,259
1645,1085,443,300,265,258
1648,1091,445,300,265,258
1649,405,291,266,262,259
1650,801,291,266,262,259
1652,273,261,258,68,68
1653,1060,439,299,265,258
1654,273,261,258,68,68
1657,513,319,275,265,258
1659,261,68,68,68,68
1660,513,319,275,265,258
1661,405,291,266,262,259
1665,1021,432,299,265,258
1666,501,291,266,262,259
1668,268,259,68,68,68
1669,276,262,259,258,258
1670,405,291,266,262,259
1671,980,422,296,265,258
1672,423,295,267,263,259
1674,309,262,259,258,258
1675,423,295,267,263,259
1677,537,312,267,263,259
1680,995,319,275,265,258
1683,610,335,278,263,259
1684,406,292,267,263,259
1687,839,384,290,265,258
1688,406,292,267,263,259
1689,534,321,272,258,258
1691,382,283,264,258,258
1696,646,341,281,265,258
1698,740,368,285,265,258
1699,659,354,285,265,258
1701,860,395,291,265,258
1706,503,303,271,258,258
1709,513,319,275,265,258
1711,781,380,284,265,258
1713,678,353,284,265,258
1714,588,340,271,258,258
1715,572,333,282,265,258
1717,786,379,284,265,258
1718,554,333,282,265,258
1719,683,361,287,264,258
1721,671,357,282,265,258
1725,683,361,287,264,258
1729,514,320,276,266,258
1730,3,3,3,3,3
1731,514,320,276,266,258
1732,803,382,276,266,258
1733,1034,427,297,266,258
1736,514,320,276,266,258
1739,749,349,283,266,258
1740,870,372,286,264,258
1742,1010,423,276,266,258
1743,767,378,283,266,258
1749,1073,427,297,266,258
1750,894,406,292,266,258
1751,251,251,251,251,251
1752,882,396,276,266,258
1754,815,377,283,266,258
1839,1130,455,302,265,258
1841,465,306,270,260,259
1842,1132,453,302,265,258
1846,612,346,279,261,259
1848,461,304,269,260,259
1850,605,328,268,260,259
1851,1111,448,275,265,258
1852,412,293,268,260,259
1853,606,326,279,261,259
1854,1108,444,300,265,258
1855,886,404,293,262,259
1857,1097,447,275,265,258
1858,313,269,258,68,68
1860,748,375,289,262,259
1862,1086,444,300,265,258
1864,313,269,258,68,68
1865,850,397,293,262,259
1866,897,399,294,262,259
1867,315,271,261,260,259
1868,823,387,266,262,259
1871,296,263,260,259,259
1876,311,266,260,259,259
1877,1069,319,275,265,258
1878,793,291,266,262,259
1880,273,261,258,68,68
1881,4,4,4,4,4
1883,379,263,260,259,259
1884,1040,435,275,265,258
1885,1048,432,299,265,258
1886,362,263,260,259,259
1892,284,264,260,259,259
1893,294,264,260,259,259
1894,405,291,266,262,259
1896,443,300,266,262,259
1898,950,411,290,265,258
1899,464,300,266,262,259
1901,949,411,290,265,258
1906,324,259,68,68,68
1907,513,319,275,265,258
1910,341,259,68,68,68
1911,341,259,68,68,68
1912,881,381,290,265,258
1913,504,292,267,263,259
1914,406,292,267,263,259
1915,497,313,273,258,258
1917,442,299,259,258,258
1920,700,363,285,265,258
1922,777,319,275,265,258
1923,756,319,275,265,258
1927,398,290,264,258,258
1929,455,303,271,258,258
1930,491,303,271,258,258
1933,649,353,284,265,258
1935,795,319,275,265,258
1937,855,386,291,265,258
1938,573,331,276,266,258
1939,696,358,282,265,258
1941,1039,433,298,266,258
1942,712,358,282,265,258
1943,683,361,287,264,258
1945,713,358,282,265,258
1949,798,361,287,264,258
1954,828,382,276,266,258
1955,1034,427,297,266,258
1959,738,372,286,264,258
1960,514,320,276,266,258
1963,758,371,288,266,258
1964,915,320,276,266,258
1965,738,372,286,264,258
1966,1005,427,297,266,258
1974,890,405,295,266,258
1976,957,415,295,266,258
1978,815,377,283,266,258
1994,970,418,292,266,258
2050,1140,455,302,265,258
2063,1119,449,275,265,258
2065,571,304,269,260,259
2070,929,408,289,262,259
2072,1115,448,275,265,258
2073,543,328,268,260,259
2074,875,401,289,262,259
2076,543,328,268,260,259
2077,858,398,289,262,259
2079,1141,456,301,265,258
2080,507,317,263,261,259
2082,527,281,263,261,259
2084,887,404,293,262,259
2086,1099,444,300,265,258
2088,333,269,258,68,68
2089,897,399,294,262,259
2090,897,399,294,262,259
2091,513,319,275,265,258
2094,293,261,258,68,68
2095,320,272,262,260,259
2100,505,285,265,259,259
2102,1076,438,299,265,258
2104,277,263,260,259,259
2105,308,268,260,259,259
2106,270,260,68,68,68
2107,422,285,265,259,259
2108,1071,430,275,265,258
2110,390,284,265,259,259
2111,301,265,260,259,259
2112,277,263,260,259,259
2116,357,275,260,259,259
2117,294,264,260,259,259
2118,980,422,296,265,258
2120,637,351,277,263,259
2122,1003,425,296,265,258
2123,925,411,290,265,258
2126,276,262,259,258,258
2129,263,259,68,68,68
2130,497,313,273,258,258
2134,365,280,259,258,258
2135,531,324,278,263,259
2136,869,319,275,265,258
2137,513,319,275,265,258
2138,731,363,285,265,258
2139,553,332,278,263,259
2141,508,314,273,258,258
2144,702,354,285,265,258
2147,513,319,275,265,258
2151,541,318,274,264,258
2153,503,303,271,258,258
2154,512,318,274,264,258
2159,795,319,275,265,258
2162,513,319,275,265,258
2163,678,353,284,265,258
2165,827,390,291,265,258
2166,786,379,284,265,258
2167,712,358,282,265,258
2169,760,353,284,265,258
2170,512,318,274,264,258
2171,703,360,286,264,258
2172,512,318,274,264,258
2178,751,357,282,265,258
2183,514,320,276,266,258
2184,990,423,276,266,258
2186,1009,429,297,266,258
2187,829,382,276,266,258
2189,514,320,276,266,258
2195,767,378,283,266,258
2198,1073,427,297,266,258
2202,736,370,288,266,258
2218,1055,436,295,266,258
2289,1122,449,275,265,258
2291,465,306,270,260,259
2297,928,408,289,262,259
2298,947,412,293,262,259
2300,643,345,279,261,259
2301,886,404,293,262,259
2303,1112,319,275,265,258
2304,875,401,289,262,259
2305,305,261,258,68,68
2306,854,375,289,262,259
2308,889,399,294,262,259
2311,333,269,258,68,68
2312,339,269,258,68,68
2313,1086,444,300,265,258
2314,1144,456,301,265,258
2316,254,254,254,254,254
2318,320,272,262,260,259
2319,506,285,265,259,259
2320,436,281,263,261,259
2321,275,261,258,68,68
2322,311,266,260,259,259
2324,629,336,266,262,259
2325,273,261,258,68,68
2326,1071,430,275,265,258
2328,685,350,266,262,259
2329,277,263,260,259,259
2330,278,264,260,259,259
2331,583,336,266,262,259
2333,635,350,266,262,259
2334,411,285,265,259,259
2335,390,284,265,259,259
2336,277,263,260,259,259
2338,262,258,68,68,68
2340,654,352,277,263,259
2341,621,323,277,263,259
2342,1003,425,296,265,258
2343,321,267,259,258,258
2344,637,351,277,263,259
2346,991,319,275,265,258
2347,985,422,296,265,258
2348,439,297,267,263,259
2350,603,321,272,258,258
2351,355,262,259,258,258
2353,468,287,259,258,258
2354,470,292,267,263,259
2355,366,279,259,258,258
2357,341,259,68,68,68
2358,497,313,273,258,258
2359,996,421,275,265,258
2360,542,313,273,258,258
2361,997,421,275,265,258
2363,568,332,278,263,259
2364,676,341,281,265,258
2365,622,342,281,265,258
2368,716,367,285,265,258
2372,398,290,264,258,258
2374,556,290,264,258,258
2375,532,319,275,265,258
2376,744,339,271,258,258
2377,491,303,271,258,258
2378,514,320,276,266,258
2379,513,319,275,265,258
2382,503,303,271,258,258
2383,879,402,291,265,258
2386,780,380,284,265,258
2387,649,353,284,265,258
2390,911,402,291,265,258
2393,920,390,291,265,258
2394,584,337,283,266,258
2396,1030,434,298,266,258
2400,750,357,282,265,258
2402,1033,431,298,266,258
2418,738,372,286,264,258
2419,514,320,276,266,258
2426,906,389,292,266,258
2428,775,371,288,266,258
2432,890,405,295,266,258
2439,894,406,292,266,258
2501,668,304,269,260,259
2513,1122,449,275,265,258
2515,633,348,268,260,259
2517,487,306,270,260,259
2519,661,345,279,261,259
2521,1120,452,301,265,258
2523,1117,450,301,265,258
2524,921,393,293,262,259
2525,1105,447,275,265,258
2526,891,393,293,262,259
2527,513,319,275,265,258
2528,1100,319,275,265,258
2529,360,278,262,260,259
2530,887,404,293,262,259
2531,402,288,262,260,259
2532,1142,456,301,265,258
2533,305,261,258,68,68
2535,626,343,280,261,259
2536,407,289,262,260,259
2537,287,261,258,68,68
2538,513,319,275,265,258
2540,267,261,258,68,68
2542,315,271,261,260,259
2543,836,394,294,262,259
2544,506,285,265,259,259
2545,364,276,261,260,259
2546,446,285,265,259,259
2547,248,248,248,248,248
2548,583,336,266,262,259
2549,793,291,266,262,259
2551,277,263,260,259,259
2553,629,336,266,262,259
2554,384,263,260,259,259
2555,1060,439,299,265,258
2557,1061,439,299,265,258
2558,405,291,266,262,259
2559,526,291,266,262,259
2560,526,291,266,262,259
2561,356,275,260,259,259
2562,356,275,260,259,259
2563,258,68,68,68,68
2564,637,351,277,263,259
2565,1023,426,296,265,258
2566,1026,425,296,265,258
2567,369,268,260,259,259
2568,980,422,296,265,258
2570,1007,319,275,265,258
2571,991,319,275,265,258
2572,967,414,296,265,258
2574,594,323,277,263,259
2575,366,279,259,258,258
2576,263,259,68,68,68
2577,530,323,277,263,259
2578,988,421,275,265,258
2579,485,312,267,263,259
2580,367,279,259,258,258
2581,341,259,68,68,68
2582,542,313,273,258,258
2584,531,324,278,263,259
2588,922,409,275,265,258
2589,716,367,285,265,258
2596,398,290,264,258,258
2597,555,290,264,258,258
2598,398,290,264,258,258
2599,861,395,291,265,258
2600,513,319,275,265,258
2601,513,319,275,265,258
2602,549,330,275,265,258
2603,513,319,275,265,258
2606,503,303,271,258,258
2610,795,319,275,265,258
2616,683,361,287,264,258
2618,580,333,282,265,258
2622,701,361,287,264,258
2624,1006,428,298,266,258
2630,874,391,287,264,258
2642,767,378,283,266,258
2649,892,396,276,266,258
2650,1002,420,276,266,258
2652,736,370,288,266,258
2656,1088,442,297,266,258
2658,963,418,292,266,258
2662,1015,405,295,266,258
2663,962,417,292,266,258
2718,590,306,270,260,259
2726,591,306,270,260,259
2729,461,304,269,260,259
2732,754,345,279,261,259
2736,571,304,269,260,259
2738,612,346,279,261,259
2739,1116,449,275,265,258
2740,1120,452,301,265,258
2741,948,412,293,262,259
2748,1135,457,301,265,258
2750,1134,456,301,265,258
2751,1107,448,275,265,258
2753,589,326,279,261,259
2755,397,289,262,260,259
2757,333,269,258,68,68
2759,830,375,289,262,259
2760,374,281,263,261,259
2764,304,261,258,68,68
2765,281,261,258,68,68
2766,748,375,289,262,259
2767,877,399,294,262,259
2768,652,344,280,261,259
2769,374,281,263,261,259
2770,505,285,265,259,259
2771,545,325,266,262,259
2772,685,350,266,262,259
2773,1069,319,275,265,258
2775,385,281,263,261,259
2778,393,285,265,259,259
2779,1057,438,299,265,258
2780,68,68,68,68,68
2782,1014,430,275,265,258
2783,570,291,266,262,259
2784,1022,426,296,265,258
2785,277,263,260,259,259
2786,405,291,266,262,259
2787,258,68,68,68,68
2788,637,351,277,263,259
2789,1003,425,296,265,258
2790,1026,425,296,265,258
2791,357,275,260,259,259
2792,991,319,275,265,258
2793,263,259,68,68,68
2795,1045,430,275,265,258
2798,980,422,296,265,258
2799,552,323,277,263,259
2800,276,262,259,258,258
2801,901,381,290,265,258
2803,581,334,278,263,259
2804,531,324,278,263,259
2805,404,280,259,258,258
2806,531,324,278,263,259
2808,869,319,275,265,258
2817,398,290,264,258,258
2818,456,262,259,258,258
2819,434,290,264,258,258
2820,409,262,259,258,258
2821,555,290,264,258,258
2822,587,339,271,258,258
2824,904,403,291,265,258
2825,843,395,291,265,258
2826,614,319,275,265,258
2827,813,386,291,265,258
2830,512,318,274,264,258
2840,701,361,287,264,258
2846,584,337,283,266,258
2854,634,349,283,266,258
2858,866,392,287,264,258
2864,767,378,283,266,258
2865,738,372,286,264,258
2866,1010,423,276,266,258
2867,738,372,286,264,258
2870,788,349,283,266,258
2872,796,377,283,266,258
2873,1065,429,297,266,258
2876,736,370,288,266,258
2881,984,415,295,266,258
2886,1019,424,295,266,258
2887,890,405,295,266,258
2892,998,417,292,266,258
2951,608,304,269,260,259
2952,461,304,269,260,259
2953,412,293,268,260,259
2955,465,306,270,260,259
2956,1143,452,301,265,258
2959,735,345,279,261,259
2960,916,407,289,262,259
2962,611,345,279,261,259
2963,1116,449,275,265,258
2964,1132,453,302,265,258
2972,1117,450,301,265,258
2973,563,317,263,261,259
2977,748,375,289,262,259
2979,429,271,261,260,259
2981,473,281,263,261,259
2982,305,261,258,68,68
2983,1086,444,300,265,258
2984,540,327,280,261,259
2985,418,294,263,261,259
2987,304,261,258,68,68
2988,296,263,260,259,259
2989,560,316,263,261,259
2990,857,400,294,262,259
2992,748,375,289,262,259
2993,427,281,263,261,259
2994,636,344,280,261,259
2996,1040,435,275,265,258
2999,583,336,266,262,259
3002,405,291,266,262,259
3004,422,285,265,259,259
