LINKNO,subw_4,subw_5,subw_6,subw_7,subw_8
289731,1097,3,1,1,1
167876,1097,3,1,1,1
134050,1097,3,1,1,1
3011,1097,3,1,1,1
234181,941,3,1,1,1
55206,941,3,1,1,1
160709,941,3,1,1,1
55653,941,3,1,1,1
167877,941,3,1,1,1
60133,941,3,1,1,1
235525,941,3,1,1,1
200133,941,3,1,1,1
224548,941,3,1,1,1
153316,941,3,1,1,1
293310,839,3,1,1,1
90814,839,3,1,1,1
216031,839,3,1,1,1
165407,839,3,1,1,1
183105,839,3,1,1,1
20257,839,3,1,1,1
257697,3,1,1,1,1
2563,3,1,1,1,1
197218,3,1,1,1,1
97090,3,1,1,1,1
128226,3,1,1,1,1
153313,3,1,1,1,1
299352,16,8,2,1,1
66392,16,8,2,1,1
173911,16,8,2,1,1
50935,16,8,2,1,1
283222,17,9,3,1,1
246485,17,9,3,1,1
172789,17,9,3,1,1
129781,17,9,3,1,1
284571,1012,7,1,1,1
234395,1012,7,1,1,1
71995,1012,7,1,1,1
39291,1012,7,1,1,1
132251,1012,7,1,1,1
74683,1012,7,1,1,1
159803,1012,7,1,1,1
70427,1012,7,1,1,1
84987,1012,7,1,1,1
66619,1012,7,1,1,1
259706,1013,7,1,1,1
91482,1013,7,1,1,1
204153,1013,7,1,1,1
127545,1013,7,1,1,1
259262,13,4,1,1,1
68862,13,4,1,1,1
105374,13,4,1,1,1
151517,13,4,1,1,1
314146,648,5,1,1,1
70434,648,5,1,1,1
162498,648,5,1,1,1
121506,648,5,1,1,1
135841,648,5,1,1,1
119489,648,5,1,1,1
293985,649,5,1,1,1
238433,649,5,1,1,1
237537,649,5,1,1,1
77824,649,5,1,1,1
273144,9,2,1,1,1
258808,9,2,1,1,1
152856,9,2,1,1,1
51160,9,2,1,1,1
12184,9,2,1,1,1
118137,9,2,1,1,1
303396,1096,3,1,1,1
39748,1096,3,1,1,1
51620,1096,3,1,1,1
114339,1096,3,1,1,1
287044,1097,3,1,1,1
219619,1097,3,1,1,1
167428,1097,3,1,1,1
73348,1097,3,1,1,1
228134,941,3,1,1,1
90373,941,3,1,1,1
104485,941,3,1,1,1
96421,941,3,1,1,1
163845,941,3,1,1,1
53413,941,3,1,1,1
233061,941,3,1,1,1
207973,941,3,1,1,1
36612,941,3,1,1,1
55429,941,3,1,1,1
156451,941,3,1,1,1
174820,941,3,1,1,1
293086,839,3,1,1,1
235294,839,3,1,1,1
206623,839,3,1,1,1
88800,839,3,1,1,1
58335,839,3,1,1,1
95,839,3,1,1,1
178849,839,3,1,1,1
61025,839,3,1,1,1
255905,3,1,1,1,1
86113,3,1,1,1,1
87011,3,1,1,1,1
151522,3,1,1,1,1
299128,16,8,2,1,1
10168,16,8,2,1,1
173015,16,8,2,1,1
77367,16,8,2,1,1
289493,420,9,3,1,1
273141,421,9,3,1,1
244021,17,9,3,1,1
105365,17,9,3,1,1
49365,17,9,3,1,1
5237,17,9,3,1,1
283899,1012,7,1,1,1
237308,1012,7,1,1,1
231483,1012,7,1,1,1
148603,1012,7,1,1,1
125531,1012,7,1,1,1
102459,1012,7,1,1,1
259482,1013,7,1,1,1
258138,1013,7,1,1,1
