history_lag,smoothed_alpha_mean
0,1.4891721834518263
1,1.490746232583427
2,1.4875498838674988
3,1.485882205856591
4,1.491177836534301
5,1.4955130344198748
6,1.4922077359394341
7,1.4864097637056295
8,1.4963100762262616
9,1.5028489655381359
10,1.4866919156105995
11,1.490881549855993
12,1.4938145110553835
13,1.4860586396399609
14,1.4933978754457309
15,1.492878514047334
16,1.4926649875096745
17,1.4938381540642602
18,1.493653932482245
19,1.480511409277251
20,1.5008267695370927
21,1.4942309433944925
22,1.4877221306455064
23,1.488294026450315
24,1.4895487708356943
25,1.4947653039099722
26,1.482928397704537
27,1.483814412486789
28,1.4870329126320099
29,1.4953525597000257
30,1.4924632145963632
