history_lag,smoothed_alpha_mean
0,1.4911572591055373
1,1.4929057726655097
2,1.4933752339012032
3,1.4980935725721558
4,1.4937807991590437
5,1.4941166763502176
6,1.4976425486460927
7,1.4918987897014033
8,1.496075662491457
9,1.4963495452818216
10,1.4929949914613527
11,1.4968329992209999
12,1.4952037641970921
13,1.5005879913449613
14,1.4985070809594367
15,1.4937978855011826
16,1.48963304216208
17,1.493514951005769
18,1.499155667013377
19,1.4942139108345602
20,1.4925450901143704
21,1.4921885790443323
22,1.5045501479339476
23,1.4953945103954676
24,1.4899286137015046
25,1.4959891273765857
26,1.4946883925556966
27,1.4917836532118263
28,1.494619427451585
29,1.4936868781472277
30,1.4921276574655582
31,1.493604779649405
32,1.4959578144986603
33,1.492211379183325
34,1.5017634081957068
35,1.4890968664251996
36,1.4849332916005573
37,1.4905732455543952
38,1.4891495536783887
39,1.4893102928539617
40,1.495014052683318
41,1.488012730376174
42,1.4869012516617977
43,1.4938561404099162
44,1.492278169325818
