history_lag,smoothed_alpha_mean
0,1.4905002322150764
1,1.4974723254052185
2,1.4842917968740599
3,1.481937880924329
4,1.4914062278655353
5,1.492779554336646
6,1.4857246302698799
7,1.4874732994595776
8,1.4939785245766457
9,1.4852819931897656
10,1.4877185041998144
11,1.4888805048283085
12,1.4953344958547845
13,1.4900678336464337
14,1.4878942450243302
15,1.49027502359197
16,1.4879135884871286
17,1.482537872433106
18,1.4747678275516642
19,1.4896256445690192
20,1.4865079845854767
21,1.484419842353248
22,1.482540342329121
