history_lag,smoothed_alpha_mean
0,1.493818050604636
1,1.4984241921428567
2,1.4931767704802672
3,1.4906967248844116
4,1.491285156063983
5,1.4906654531632375
6,1.4920253616696233
7,1.4968141942764805
8,1.4884877132546
9,1.4931966368479717
10,1.4976971982398668
11,1.4957461789905424
12,1.4907900356407378
13,1.4933096699201753
14,1.5001746117758012
15,1.4945935532132657
16,1.492830173049704
17,1.4962739199337858
18,1.5008714969563772
19,1.4970819465861116
20,1.4959837283097217
21,1.4975002727219764
22,1.491402554071376
23,1.4927809558304093
24,1.4961259680015933
25,1.494820521743104
26,1.4945330068304985
27,1.4928948124372436
28,1.4937842879106074
29,1.497716081875358
30,1.4956871156524714
31,1.4971980514540653
32,1.4924756436359419
33,1.4918760881769724
34,1.5020210093023134
35,1.494613126888463
36,1.4931257434517808
37,1.4947286237682549
38,1.4994543736823698
39,1.4903206545606744
40,1.4997318317361867
41,1.4903101664844485
42,1.4862131204761915
43,1.490539227134651
44,1.4939014597198574
45,1.4965409702048655
46,1.4957018784562202
47,1.4922944665433158
48,1.494383939847361
49,1.498493395878564
50,1.4944907348452605
