history_lag,smoothed_alpha_mean
0,1.4986528457536619
1,1.494202458022672
2,1.4899941661661191
3,1.4844972274118275
4,1.4871937230965269
5,1.4925084493026748
6,1.4887468411489189
7,1.4882732277259738
8,1.4959844876942834
9,1.4938965169635385
10,1.4937213145449104
11,1.4933347562232198
12,1.4990262844317235
13,1.4832829160385765
14,1.4915508881716946
15,1.492999466539409
16,1.4922887028000242
17,1.4936669903351374
18,1.4913886476074292
19,1.4932736235233408
20,1.4913839170677023
21,1.4921064793669403
22,1.4887112467001922
23,1.4901158448216516
24,1.4928358472502603
25,1.4900850878831933
26,1.4940173665792726
27,1.4918519434421122
28,1.4957801044701724
29,1.481458695007621
30,1.4856188671663613
31,1.4872806625825197
