history_lag,smoothed_alpha_mean
0,1.4903245443380784
1,1.4868189841867572
2,1.4943681973340368
3,1.49173076478019
4,1.4897267316881064
5,1.4837897108986107
6,1.4897727143678596
7,1.4827186459679864
8,1.4871725586230653
9,1.4855970658349222
10,1.4985894527161758
11,1.4869887102410364
12,1.4886168948036729
13,1.4889690665130315
14,1.4871834170767892
15,1.4932989127668246
16,1.4891097578779326
17,1.4840739166566896
18,1.4830665597896233
19,1.4877281741029276
20,1.5003982843257135
21,1.4880503535461582
22,1.4902479610104904
23,1.4870273463549153
24,1.4878526853094347
25,1.495597067749817
