history_lag,smoothed_alpha_mean
0,1.5033961767404151
1,1.493940522382566
2,1.495128719590282
3,1.4876581431177063
4,1.4911315985464844
5,1.4868022571862671
6,1.4885629471413346
7,1.4937083312732662
8,1.4861347376969363
9,1.48344776603026
10,1.4912857517804836
11,1.4962811134432241
12,1.4939734234117628
13,1.486635487653078
14,1.4999978970518308
15,1.493981225483006
16,1.4873786703291738
17,1.488554228276468
18,1.49991064688198
19,1.4881845934051063
20,1.4937618420627792
21,1.497128085461741
22,1.485538946050117
23,1.4959964731401147
24,1.4896385624044097
25,1.4834332195929003
26,1.4948499336607695
27,1.4931541746582115
28,1.4897260407025408
29,1.490189571900409
30,1.494601013608102
31,1.4917026382445207
32,1.491527932494118
33,1.4916818476448337
