history_lag,smoothed_alpha_mean
0,1.4943774034720314
1,1.4965042717859913
2,1.4917217921669157
3,1.4890489158263471
4,1.4960360640814723
5,1.4907780446522643
6,1.495288417938959
7,1.4945066924194055
8,1.4982838609258986
9,1.4935424113134443
10,1.4925208101928358
11,1.4959304947418322
12,1.4986179163223623
13,1.4921299123073177
14,1.4964211896026645
15,1.4986544158151855
16,1.497976137901632
17,1.4964157059180465
18,1.4940745265568038
19,1.494015528588187
20,1.494885017021064
21,1.4958596291593584
22,1.4903903364772053
23,1.49310849857559
24,1.4961327126203516
25,1.497565937513527
26,1.4971148191804597
27,1.4917159574042893
28,1.5041127887109296
29,1.4906934312268953
30,1.4900372864645837
31,1.4938360366321237
32,1.4985569683150368
33,1.4948200852119748
34,1.495473458349579
35,1.4945933265214122
36,1.4876912209446567
37,1.4979403152087771
38,1.4917744366722359
39,1.490811372488814
40,1.49453264757619
41,1.4930077903184618
42,1.4981712306311956
43,1.4976767708623422
44,1.4921763114615862
45,1.4819890232867887
46,1.4907635519288696
47,1.4878523214907864
