Alpha,Q_peak
0.8,91.3464
1.0,186.9611
1.2,359.9842
1.4,612.749
1.6,940.8193
1.7999999999999998,1320.791
2.0,1734.045
2.2,2163.696
2.4,2605.857
2.5999999999999996,3058.705
2.8,3527.052
