Alpha,Q_peak
0.8,8.532809
1.0,15.59656
1.2,35.15234
1.4,68.79307
1.6,115.5058
1.7999999999999998,172.4599
2.0,235.3177
2.2,303.0691
2.4,370.3729
2.5999999999999996,441.651
2.8,510.4726
