Alpha,Q_peak
0.8,25.11301
1.0,37.38331
1.2,76.51898
1.4,143.0471
1.6,232.3213
1.7999999999999998,338.7493
2.0,456.6198
2.2,583.9318
2.4,720.0503
2.5999999999999996,859.9223
2.8,999.1016
