Alpha,Q_peak
0.8,4.349893
1.0,6.306924
1.2,9.417501
1.4,19.00162
1.6,31.64748
1.7999999999999998,47.18318
2.0,63.66866
2.2,79.88391
2.4,95.54385
2.5999999999999996,111.6407
2.8,128.128
