Alpha,Q_peak
0.8,36.49189
1.0,88.2578
1.2,173.384
1.4,288.8249
1.6,436.6972
1.7999999999999998,610.0441
2.0,802.795
2.2,1004.899
2.4,1214.459
2.5999999999999996,1429.104
2.8,1642.74
