Alpha,Q_peak
0.8,5.541966
1.0,13.74096
1.2,30.23372
1.4,54.69877
1.6,84.0433
1.7999999999999998,115.4041
2.0,148.185
2.2,180.7414
2.4,212.6797
2.5999999999999996,245.6911
2.8,278.2639
