Alpha,Q_peak
0.8,87.30977
1.0,184.2377
1.2,360.6139
1.4,634.5486
1.6,974.7711
1.7999999999999998,1368.241
2.0,1784.814
2.2,2202.393
2.4,2677.784
2.5999999999999996,3181.296
2.8,3681.794
