Alpha,Q_peak
0.8,22.08123
1.0,39.14481
1.2,79.80322
1.4,150.216
1.6,247.3064
1.7999999999999998,360.4223
2.0,479.5158
2.2,602.7009
2.4,726.5862
2.5999999999999996,845.3302
2.8,958.3663
