Alpha,Q_peak
0.8,30.25461
1.0,46.66663
1.2,67.31394
1.4,88.48588
1.6,110.5584
1.7999999999999998,144.3926
2.0,195.1625
2.2,248.3843
2.4,303.7186
2.5999999999999996,359.7301
2.8,413.8923
