Alpha,Q_peak
0.8,31.29317
1.0,75.37029
1.2,149.0661
1.4,245.2551
1.6,355.4311
1.7999999999999998,472.5541
2.0,601.6067
2.2,727.7856
2.4,862.1816
2.5999999999999996,984.9973
2.8,1118.206
