Alpha,Q_peak
0.8,36.22146
1.0,61.28197
1.2,122.5234
1.4,215.1595
1.6,331.8901
1.7999999999999998,464.1864
2.0,605.908
2.2,752.2507
2.4,902.5319
2.5999999999999996,1054.854
2.8,1214.878
