Alpha,Q_peak
0.8,6.017797
1.0,8.177979
1.2,10.75206
1.4,13.7556
1.6,17.28053
1.7999999999999998,21.39091
2.0,26.10976
2.2,33.08046
2.4,41.44339
2.5999999999999996,51.16267
2.8,62.16845
