Alpha,Q_peak
0.8,889.2664
1.0,1319.319
1.2,1790.561
1.4,2287.509
1.6,2828.414
1.7999999999999998,3385.706
2.0,3964.653
2.2,4550.375
2.4,5145.792
2.5999999999999996,5809.438
2.8,6401.161
