Alpha,Q_peak
0.8,299.4412
1.0,485.1952
1.2,709.1965
1.4,1204.66
1.6,1516.153
1.7999999999999998,1852.99
2.0,2223.231
2.2,2612.153
2.4,3018.254
2.5999999999999996,3448.418
2.8,3902.736
