Alpha,Q_peak
0.8,309.0076
1.0,502.2764
1.2,725.5991
1.4,959.0001
1.6,1213.708
1.7999999999999998,1472.812
2.0,1738.097
2.2,2002.671
2.4,2279.503
2.5999999999999996,2565.507
2.8,2836.07
