Alpha,Q_peak
0.8,313.7401
1.0,515.134
1.2,752.5482
1.4,1017.836
1.6,1301.862
1.7999999999999998,1608.817
2.0,1930.489
2.2,2265.54
2.4,2600.648
2.5999999999999996,2973.032
2.8,3328.608
