Alpha,Q_peak
0.8,16.34234
1.0,665.1968
1.2,921.5297
1.4,1207.745
1.6,1516.259
1.7999999999999998,1856.389
2.0,2216.676
2.2,2591.759
2.4,2993.183
2.5999999999999996,3405.934
2.8,3845.046
