Alpha,Q_peak
0.8,24.31811
1.0,37.01037
1.2,51.93479
1.4,68.5268
1.6,85.91545
1.7999999999999998,105.1038
2.0,123.6758
2.2,141.5984
2.4,160.2953
2.5999999999999996,180.9529
2.8,201.2075
