Alpha,Q_peak
0.8,827.8311
1.0,1211.144
1.2,1613.245
1.4,2069.523
1.6,2504.178
1.7999999999999998,3008.245
2.0,3493.622
2.2,3964.488
2.4,4506.544
2.5999999999999996,5046.542
2.8,5574.511
