Alpha,Q_peak
0.8,122.9536
1.0,206.7885
1.2,308.0707
1.4,421.1866
1.6,545.0754
1.7999999999999998,677.4146
2.0,813.2421
2.2,955.6961
2.4,1100.974
2.5999999999999996,1251.851
2.8,1395.881
