Alpha,Q_peak
0.8,5.318864
1.0,7.402833
1.2,10.20065
1.4,13.86869
1.6,18.54622
1.7999999999999998,24.30498
2.0,31.19163
2.2,39.24306
2.4,48.58828
2.5999999999999996,59.08783
2.8,70.72029
