Alpha,Q_peak
0.8,540.8325
1.0,815.9025
1.2,1132.599
1.4,1476.723
1.6,1848.349
1.7999999999999998,2252.865
2.0,2672.322
2.2,3131.85
2.4,3603.45
2.5999999999999996,4093.991
2.8,4563.889
