Alpha,Q_peak
0.8,11.14865
1.0,18.38853
1.2,26.82582
1.4,35.65005
1.6,44.51794
1.7999999999999998,53.302
2.0,62.39672
2.2,71.7885
2.4,81.15437
2.5999999999999996,90.49176
2.8,99.80257
