Alpha,Q_peak
0.8,150.3323
1.0,234.7028
1.2,325.2489
1.4,418.8464
1.6,515.8041
1.7999999999999998,618.8278
2.0,727.0098
2.2,832.9394
2.4,946.5137
2.5999999999999996,1058.404
2.8,1166.259
