history_lag,smoothed_alpha_mean
0,3.693382739665303
1,3.712504898020115
2,3.6660264435306624
3,3.697057676998993
4,3.673145390170239
5,3.7202565605909745
6,3.7157661663266
7,3.7569607279965527
8,3.734395431270094
9,3.783275526326215
10,3.753764116261178
11,3.7715460420751152
12,3.7010828517799967
13,3.7247976204551607
