history_lag,smoothed_alpha_mean
0,4.383278663469755
1,4.3576587822621855
2,4.32961750256971
3,4.294905742119838
4,4.268076990809218
5,4.268207222860362
6,4.2681858395394
7,4.290109120531712
8,4.346959587078661
9,4.373436853921094
10,4.387024679074379
