history_lag,smoothed_alpha_mean
0,0.9658611856763544
1,0.9662212348444511
2,0.9690651451761173
3,0.9587780867223923
4,0.9566059843959384
5,0.9726062725131783
6,0.9728448979115452
7,0.9635909901261682
8,0.9503576206774141
9,0.959367137301673
10,0.9765949573476432
11,0.9606847148706534
12,0.9508597412560711
13,0.9532713560815087
14,0.9523446345821652
15,0.9540515480802034
16,0.9584943303609146
17,0.9511907297962888
18,0.9739526023237118
19,0.9984779388682051
20,1.0005424280040989
21,1.0020466487822548
22,0.9830792539749426
23,0.9825598027276088
24,0.979230696521181
