history_lag,smoothed_alpha_mean
0,0.9755704524657973
1,0.9759378869562646
2,0.9815642505152669
3,0.9658611856763544
4,0.9662212348444511
5,0.9690651451761173
6,0.9587780867223923
7,0.9566059843959384
8,0.9726062725131783
9,0.9728448979115452
10,0.9635909901261682
11,0.9503576206774141
12,0.959367137301673
13,0.9765949573476432
14,0.9606847148706534
15,0.9508597412560711
16,0.9532713560815087
17,0.9523446345821652
18,0.9540515480802034
19,0.9584943303609146
20,0.9511907297962888
21,0.9739526023237118
22,0.9984779388682051
23,1.0005424280040989
24,1.0020466487822548
25,0.9830792539749426
26,0.9825598027276088
27,0.979230696521181
