history_lag,smoothed_alpha_mean
0,0.9690651451761173
1,0.9587780867223923
2,0.9566059843959384
3,0.9726062725131783
4,0.9728448979115452
5,0.9635909901261682
6,0.9503576206774141
7,0.959367137301673
8,0.9765949573476432
9,0.9606847148706534
10,0.9508597412560711
11,0.9532713560815087
12,0.9523446345821652
13,0.9540515480802034
14,0.9584943303609146
15,0.9511907297962888
16,0.9739526023237118
17,0.9984779388682051
18,1.0005424280040989
19,1.0020466487822548
20,0.9830792539749426
21,0.9825598027276088
22,0.979230696521181
