history_lag,smoothed_alpha_mean
0,3.1052597125196395
1,3.1060122836632833
2,3.0939128080036307
3,3.0967546666108103
4,3.096031846819787
5,3.0964800901647616
6,3.0906082775663757
7,3.098510590474269
8,3.102420279383779
9,3.0983604523109727
10,3.079148354816712
11,3.0830456108088944
12,3.086393568218121
13,3.087576187344122
14,3.0769451083462735
15,3.094500915904118
16,3.113007657993419
17,3.1180829232256064
18,3.1113191291605835
19,3.1093370781013285
20,3.1181857357877485
21,3.1098633063727634
22,3.11139501857044
