link_id,discharge_m3s
53,0.5188941775310836
67,1.2386315288732213
69,0.000761090122051971
70,0.24450596328276689
94,0.9853427756884807
95,0.05016836994020075
101,0.00017190501213344104
104,0.30143351346323255
105,0.7694781885411562
109,0.00364135656212818
111,1.4822635469242765e-05
113,0.9874986448787965
117,0.00020023215142934953
120,0.6675555331046698
127,0.008501820500787858
128,0.017515899515293237
135,3.321159792973298e-05
142,1.350669712491474
144,0.10817065399489141
156,0.3339284168603504
168,0.3137989118016426
170,0.0432985462438235
179,0.007006578590057697
260,1.4164350235652414
262,0.38881271134253903
270,0.08642002836491378
273,3.2482627836816393e-06
277,0.13537780793347434
279,0.09557132700643363
289,0.15737858115171902
290,0.019432787728094918
291,0.5163767287392206
292,0.0012375181987196349
293,0.9974820976812491
294,0.3811087270471383
296,0.3504156911179965
301,0.012632656117407458
302,0.05115447052775262
304,0.03288548319945574
306,0.08394552660933588
309,0.0005114393999335211
310,0.013235225120088422
314,0.00021559005610094487
315,0.036153439715050056
317,0.001252414412941491
318,0.5374565428022365
319,1.4073304364845463e-05
320,0.7843772657552915
321,0.19523117051395655
325,0.32802124862124776
326,0.0006956952335407241
328,0.3055422610939036
329,0.011988976166261963
330,0.040995653050245544
333,3.0882840217277515e-05
335,0.006756671766383528
337,0.01806158061185181
338,0.38448318077457644
339,0.590507764548098
340,0.9119701782818699
341,0.24188778470392835
344,0.23660260797453353
350,4.9042193952408735e-05
351,0.07592768293958628
353,0.2027655461995982
354,0.014158988345335024
358,0.0017998037481198694
359,0.7989152900810587
360,4.742554764467607e-05
361,0.8752909756354292
364,-1.3230219125450565e-07
365,1.365253164622722
366,0.007474247377312152
368,0.023351542857821216
369,7.095834641208094e-05
371,0.06745129687042617
376,0.002136436038400057
378,0.001386212519126306
380,0.00015449655033215176
382,0.36664270596221776
389,0.4458488332845144
390,0.33385654973826884
391,0.3563680718858008
392,1.4134283994501005
394,0.025530548239485324
395,0.06315877213452238
401,0.004149238170928706
404,0.1404614372609005
405,0.215975613876072
408,0.5427830890266976
418,0.00018037490957057228
487,0.19039107731607086
490,5.594291191609368e-05
492,1.9410044673369469
494,0.0005867332033814449
497,0.039191725725318455
498,4.295731058114574e-05
499,0.14357009280242877
503,0.007993506046464639
504,0.25980452152105554
513,0.028610897926164336
514,0.5462126751386951
515,0.0046038175636021325
516,2.2712735675982456
517,0.003096566293410658
519,3.635985995043522e-05
520,0.00018531193755168856
524,0.013786399741041145
525,0.082739925155664
526,0.2642271347423384
528,0.10753567223841742
530,0.009892721917264511
531,0.0008900584176601111
532,0.7090418100174563
534,0.0002168100087017838
538,1.3569177893662236
539,1.1030056963024557
540,0.002752797124836076
541,4.011607192505373e-05
542,0.12614800085084943
543,0.17206866075922683
544,0.08757051435692773
545,4.226353574962927e-05
546,1.2678436081084434
548,0.11482355622056316
549,0.039507727365600126
550,0.011616337882604142
551,0.8757409650927935
552,0.004189845388428588
553,1.6337266041057144
554,0.0013808716128137209
555,1.2580646984624555
557,0.02190129722225848
558,0.13006089595376724
561,0.4981007364504302
562,0.37290737313525396
563,0.0006438434438950266
564,0.2452845189839447
565,0.06740359087666159
568,0.8662191715063353
569,0.7795118101009018
570,0.12328707111979942
571,0.008454596730096534
573,0.016896821260103563
575,0.005230056902295552
577,0.36402391601075484
581,0.4770501821479437
582,0.8647004938122691
583,0.7825173219019503
584,0.9453634599824716
585,0.28788033374268507
588,5.787759091347607e-06
589,0.0006690062793438101
590,0.575185512339384
592,0.00021000570558011393
593,0.3965270099169426
594,0.428221986561067
595,0.40209907006060236
599,0.03783276976677137
600,0.21247089450087261
601,0.06996261732696628
602,0.07047327469407355
604,0.00541541316826922
606,0.3178383300132467
607,0.7107974144449102
610,0.5715121967930992
612,0.22037241403216082
613,0.2889035029559955
614,-6.9952387939864046e-06
615,0.004387621621896804
616,0.002844400867449956
618,0.010578768808136432
620,0.005015809208349277
621,0.2910220836461887
623,0.008007707883972419
625,0.06692344342298663
626,0.3869529329136963
628,1.2051954708224835
629,0.0137698638379815
632,0.01580028139221211
635,0.0008017775525683427
636,0.5263098501038013
657,0.20858589249086554
708,0.2933090707847675
711,0.0005567483108482072
713,0.3419005444985616
714,0.736248066635615
715,0.34979891690173004
716,0.00034327599225754423
718,0.006481544905086798
721,0.39066048945171095
722,0.5908176218433611
723,0.04370221806460048
725,0.010423577573789316
727,4.2665356536609554e-05
728,0.2678787378432656
735,0.0010133188734135685
736,0.2545565526395961
737,0.013449129775079269
738,0.0013594389782534578
739,0.001864538010205361
740,0.20095193463605615
741,0.11111183470993659
742,0.7252003722806722
743,0.025618050028812643
744,0.24671748712441463
745,0.09637262535695157
746,0.3255631399612011
748,3.321183647414752e-05
749,0.31702260779115465
750,0.006260726149981939
752,0.19185083702753886
754,0.013552397520507652
755,0.0750227579198501
756,0.04133262650659515
758,0.23401049152648212
760,0.11007129018100102
762,1.1181934626453114
763,0.16179933509771843
764,0.031296346934250346
765,0.41574924161908866
766,0.18590127931094003
768,0.004514644981476086
769,0.20869580762079296
770,0.002766535582145441
771,0.42672702320531775
772,0.028583302356307575
773,0.5761107578927167
774,0.6547835019009328
775,0.3907830604926423
776,0.013273707393004382
777,0.0007418705687271162
778,0.13310233000940427
779,0.5940868819622597
780,0.023146087970000825
781,0.0020881480305723586
782,2.272068827650707e-05
784,0.5267693836733536
785,0.007313516417174105
787,0.24634080629735558
788,0.2749811407058634
789,0.010262254300196812
790,0.007737166192960835
791,0.4953899178200448
792,0.14487382026007944
793,0.0022614113732285406
794,-3.337261589479299e-05
795,0.6421809643635128
796,2.5573761093027988e-05
797,0.010151661596180288
801,2.6664851518285676e-05
805,0.7976783652827077
807,6.703664755610627e-07
808,0.4839541586943373
809,0.000338923570759673
812,0.3595814381266064
813,0.0011713713881817591
814,0.014611708896764828
816,0.0008328540277921791
817,0.028567217364032792
819,0.0622966775416256
821,0.023089065854950564
822,1.4201733748008265e-05
824,1.116448714159976
826,0.24686098990102423
828,0.001813686566487477
830,0.004124073972943849
831,0.07140747492016818
836,0.019017920594622307
837,0.00010953584738844292
838,0.023643492511446425
839,0.44749074172902
841,1.5716299234469963e-05
842,0.005278279472552614
843,0.0001847118669387865
844,0.5393792313200589
845,0.14142847166287742
847,0.6848236384797649
848,0.01180751201815463
849,0.201866363427606
850,0.19823258132418892
852,0.5836978715360999
853,0.005070495759620446
854,0.3119392124528327
856,0.44958562813529257
857,0.39679597790800714
859,0.2411320539975229
860,0.2739557373074284
864,0.0001751530975838889
874,0.749912837552316
878,0.0003257418091389931
933,0.006395391935109737
936,0.022282860468910485
937,0.4921694672424224
938,0.00013934752640063893
940,0.10746860306009966
942,1.1689391500391704
943,0.46334094831032013
944,5.401193793755636e-06
946,0.36159052663062907
947,0.004107370974646126
949,0.00038283287279284407
953,0.007607739535572585
954,0.010686434886514565
957,3.0511880844586598e-05
959,0.008065288997212794
960,9.453355611296285e-06
961,0.0009041820541322368
962,0.0005521593927968155
963,1.0665814838661616
965,0.07225501558154063
966,0.13329867024770536
967,0.05524506597359189
969,0.02329573507648985
970,0.00117566834546658
972,0.4626558247642783
973,0.18114309707307308
974,0.7222117192067745
975,0.0003302637285960489
976,4.847873497518876e-05
977,0.004875658218684864
978,0.5295937794904401
979,0.157961204757172
980,0.30205624551544585
981,0.0001935241142206779
982,0.18866794274701257
983,0.024364082103354154
984,0.5896383248824466
985,5.102009482092907e-05
986,0.15823710740730967
987,0.14638844221694824
988,0.16618024213874505
989,0.03771441129413086
992,0.7467309118915479
993,1.9399943374223237e-05
994,0.17559521883287474
995,0.00021896737736126995
996,4.465675969923559e-06
998,0.26969226882543285
999,0.5994879387349324
1001,0.1896868614853576
1002,0.16313511700890743
1003,0.0005612551112887441
1004,1.7494887466196543
1005,0.011654906929213888
1006,0.26683042509747024
1008,0.042704513304837155
1013,0.7405275100242976
1014,0.0029669645827199143
1015,0.004845702463675674
1017,0.0004555111046332098
1018,1.0676275989682864
1021,4.077541142117599e-06
1024,0.0660984995097273
1025,0.0010525957337567252
1027,0.11233079273317442
1028,0.0007352822331898438
1029,0.01368187576188026
1030,0.040665679935921295
1032,0.006847596424528124
1033,0.011160624212346093
1035,0.01656807038488893
1036,0.2007640579596103
1037,0.03722505609130423
1038,-1.2519287924235591e-06
1040,0.5083134432781029
1041,0.40042844534130473
1045,0.37277211233286983
1046,0.23833583658336963
1048,0.00130512786831513
1050,0.32086204753895714
1051,0.011463395315436685
1052,0.26762307950611186
1053,0.003229929633764841
1054,0.5963821431467515
1055,0.009068696254176225
