history_lag,smoothed_alpha_mean
0,0.9859988030842023
1,0.97306193911594
2,0.9696266981615974
3,0.9561672754708564
4,0.9499709173568894
5,0.9617001355205924
6,0.9641942251311779
7,0.9766754094489614
8,0.9632663846479361
9,0.9633978103224036
10,0.9434954924532049
11,0.9604917328941694
12,0.9628600691572341
13,0.9816231566392886
14,0.9742824268333307
15,0.9858889089340367
16,0.979230696521181
