link_id,discharge_m3s
53,0.0006693222470000002
67,0.004786232159999997
69,8.058391140000001e-05
70,0.0021581606
94,0.003184955359999999
95,0.0008237698679999999
101,7.89117686e-05
104,0.0004926614969999999
105,0.003702131949999999
109,0.000278386516
111,7.482258440000001e-06
113,0.00117298525
117,9.207940530000003e-05
120,0.004663754579999999
127,0.0004128118819999999
128,0.0003455003579999999
135,2.4963415499999978e-05
142,0.0023930483499999995
144,0.0006712394009999997
156,0.0025723265499999998
168,0.002112986859999999
170,0.00039161436600000015
179,0.0005664062720000001
260,0.00308179313
262,0.0012713291
270,0.0010102638699999997
273,4.201730290000001e-06
277,0.0008137306529999996
279,0.00131171874
289,0.0017078567
290,0.0008346917250000004
291,0.00116385212
292,0.00024885574299999993
293,0.002129325329999999
294,0.00101200042
296,0.0018120715299999998
301,0.0007581964779999999
302,0.0005202915910000002
304,0.0004979389550000002
306,0.00053246903
309,7.863129490000001e-05
310,0.0003529418399999998
314,8.005790280000001e-05
315,0.0009370554479999997
317,0.0002238860700000001
318,0.001344243429999999
319,1.1319957200000004e-05
320,0.000904627544
321,0.0011000709400000002
325,0.0007941493150000003
326,0.000126912071
328,0.0015427152500000001
329,0.000233705956
330,0.0011415476099999999
333,2.1090380099999994e-05
335,0.00029603632400000007
337,0.000372493863
338,0.0004004071229999997
339,0.00264319606
340,0.001158181
341,0.00108653799
344,0.00103457192
350,4.067120930000001e-05
351,0.000720167461
353,0.00151382165
354,0.00035923566399999996
358,0.00021722760300000004
359,0.0018984152800000003
360,5.772713469999999e-05
361,0.0024484946899999997
364,3.0082441899999995e-07
365,0.0015431038699999999
366,0.00013661198499999996
368,0.0006030357950000003
369,5.478302359999998e-05
371,0.00036059464899999995
376,0.00021110170999999987
378,0.00020175119799999995
380,4.655019120000001e-05
382,0.0018022130800000008
389,0.00110946516
390,0.0025012919300000007
391,0.00197142277
392,0.0011984200799999996
394,0.0005628960639999998
395,0.0005118293470000001
401,0.00044991765800000006
404,0.0006974145919999998
405,0.00206110429
408,0.0019463018499999997
418,7.185870449999999e-05
487,0.0019963548
490,4.814425670000001e-05
492,0.003401208960000001
494,0.00021193022100000002
497,0.000652207061
498,2.876028820000001e-05
499,0.0005522782410000001
503,0.0008007468420000001
504,0.0017446572999999998
513,0.0006101596200000001
514,0.00160753403
515,0.0003397876089999999
516,0.004807573409999999
517,0.00011023498999999998
519,4.17544682e-05
520,5.156244739999998e-05
524,0.00011480088099999999
525,0.0003986719830000001
526,0.0003680003
528,0.0026667283600000005
530,0.000164720876
531,9.744621190000002e-05
532,0.0019291781499999995
534,8.167021609999998e-05
538,0.0012568624400000003
539,0.0036358673099999984
540,3.994569539999999e-05
541,2.0004390100000005e-05
542,9.162430059999997e-05
543,0.0006685371489999997
544,0.000403003045
545,2.28657478e-05
546,0.0015517715600000001
548,0.0015084825800000005
549,0.0018882915400000007
550,0.0006886616010000002
551,0.00169949532
552,0.000534045949
553,0.003142262849999998
554,0.000157719911
555,0.0028514747900000013
557,0.0003403033559999998
558,0.00031287152299999996
561,0.000444336092
562,0.0011742414600000002
563,0.00017614214700000004
564,0.0012669269799999996
565,0.0004277035330000001
568,0.00219007357
569,0.0011086894699999994
570,0.0009447387910000001
571,0.000496852083
573,0.0011357181299999997
575,0.00048005302999999997
577,0.0021686293600000008
581,0.0018121574099999999
582,0.0019975377300000003
583,0.00174991962
584,0.0019560089800000004
585,0.0015719956900000001
588,9.99999999999998e-15
589,8.056672729999997e-05
590,0.0016294512200000007
592,7.951290279999998e-05
593,0.0009331589489999999
594,0.00209602238
595,0.0008905972769999999
599,0.0002103436869999999
600,0.0005756001730000002
601,0.0008087549999999999
602,0.00023207433100000003
604,0.0005491970639999999
606,0.0010326747299999998
607,0.0015854615700000006
610,0.0009445278639999997
612,0.00023129091299999997
613,0.0017989154600000007
614,7.458289810000003e-05
615,0.00022359837899999999
616,0.0002353458470000001
618,0.0009403095820000001
620,0.00015324794699999995
621,0.0021102904099999996
623,0.000396156246
625,0.0011752129799999995
626,0.002195617079999999
628,0.0022287088199999996
629,0.0009107493750000001
632,0.00107523656
635,0.00015405156099999997
636,0.0012837370999999997
657,0.00110837812
708,0.0010459596199999996
711,0.000126714688
713,0.0010692767299999998
714,0.0011988237199999996
715,0.001787351159999999
716,0.00011822871200000004
718,0.000250169875
721,0.0020212376900000002
722,0.0018551996199999998
723,0.0012283428899999998
725,0.00015864046600000007
727,4.0753044300000016e-05
728,0.0006711576629999999
735,5.343033759999999e-05
736,0.0011185408400000004
737,0.000283428723
738,0.00018958744100000007
739,0.00020451382599999992
740,0.0013387885300000005
741,0.0011140374700000003
742,0.00209645728
743,0.00021546632499999996
744,0.00029323199099999997
745,0.0005308684940000002
746,0.00040480367800000013
748,1.4194412299999997e-05
749,0.00155537303
750,0.000220580928
752,0.0009694951349999997
754,0.0006132983779999999
755,0.0015070318199999996
756,0.00148158878
758,0.0018871221100000002
760,0.0022996229900000002
762,0.0013962725899999999
763,0.00121997339
764,0.0003455312080000001
765,0.0011138122799999998
766,0.0009742004420000001
768,6.21995007e-05
769,0.0009074820650000002
770,0.0003116307099999999
771,0.0016181594500000005
772,0.0004679890959999997
773,0.0021038939099999997
774,0.0021292905899999996
775,0.0031680648099999993
776,0.0007151553089999999
777,7.285312060000001e-05
778,0.00230374154
779,0.0016803764099999998
780,0.0006782110100000001
781,6.73322845e-05
782,2.301852449999999e-05
784,0.00207086317
785,0.000370299013
787,0.0009616051890000004
788,0.0010374321199999998
789,0.000311867805
790,0.00031187867200000005
791,0.0008970623579999998
792,0.00209279014
793,0.00030411139299999976
794,6.017683890000002e-05
795,0.0020324771100000004
796,2.6409568800000004e-05
797,0.00014246758900000002
801,1.0476850000000003e-05
805,0.0007122431549999999
807,1.3715415499999997e-06
808,0.0014075620700000002
809,0.00012802785600000003
812,0.00125010134
813,0.00022534894000000015
814,0.0005212459650000001
816,0.0002884342220000001
817,0.0006127524150000001
819,0.00116765184
821,0.0014165217199999997
822,1.5520199800000004e-05
824,0.0017909909100000002
826,0.0015206362099999997
828,0.0002277341900000001
830,0.000491732061
831,0.0006400532350000002
836,0.00044043750700000015
837,7.046027359999998e-05
838,0.0004889831800000001
839,0.0019009960400000001
841,8.586417670000003e-06
842,0.00046358278600000004
843,4.926147700000004e-05
844,0.0013608895699999998
845,0.0006458025610000002
847,0.00239473256
848,0.0005978210539999999
849,0.00148346643
850,0.0017131281699999997
852,0.0019726789499999995
853,0.00031503986099999984
854,0.0015732439
856,0.003539932469999999
857,0.0010292934100000002
859,0.002196126900000001
860,0.0010238447100000003
864,7.837739619999998e-05
874,0.0016638086799999991
878,0.000116338296
933,0.0003997808870000001
936,0.0009396681189999999
937,0.0016104935999999995
938,7.679192860000003e-05
940,0.000743229322
942,0.00199140418
943,0.0013917431900000005
944,1.0247089000000002e-05
946,0.0008351165329999997
947,0.00040991104400000004
949,9.996883380000002e-05
953,0.0005078545569999999
954,0.000817635812
957,2.060209530000001e-05
959,0.0005179185179999999
960,2.07266692e-06
961,0.00015707551299999997
962,0.00013900769100000005
963,0.0015924353600000002
965,0.00033684000900000016
966,0.0013046227299999995
967,0.0012885929700000008
969,0.000920343266
970,6.603911040000001e-05
972,0.001680220509999999
973,0.0015168674399999996
974,0.00127130822
975,0.00013951939000000004
976,4.6692273800000006e-05
977,0.000430485777
978,0.0018510755600000004
979,0.0008367184149999998
980,0.0011920162800000001
981,5.800520550000004e-05
982,0.0010106854299999997
983,0.0006805179879999999
984,0.002647376410000001
985,4.253016250000001e-05
986,0.000686910668
987,0.0009214983330000003
988,0.0028887343999999997
989,0.00041764151900000005
992,0.0008400224210000001
993,2.5181449700000005e-05
994,0.0026581913199999994
995,7.780135239999998e-05
996,2.2874389800000002e-05
998,0.0010514369699999996
999,0.0022237358200000003
1001,0.0009844671650000001
1002,0.00111113827
1003,0.00014395347899999992
1004,0.0022063551900000002
1005,0.000291491018
1006,0.0007157898700000001
1008,0.0005045234219999999
1013,0.0012322933700000002
1014,0.000510783443
1015,0.0005918558509999998
