history_lag,smoothed_alpha_mean
0,0.9822177141848962
1,0.9826423295516592
2,0.9826141271212453
3,0.9838499506440638
4,0.983149555953011
5,0.9827217468390148
6,0.9819961458846617
7,0.9823038565524952
8,0.9827123827666027
9,0.9812974496586692
10,0.9812443773499211
11,0.9792375694928209
12,0.9784070706409534
13,0.9795636071418242
14,0.979230696521181
