history_lag,smoothed_alpha_mean
0,1.4987773062932526
1,1.4928607916315302
2,1.488904181948659
3,1.4870943535338124
4,1.4966922243093672
5,1.493886561131246
6,1.4905196612773415
7,1.4905270011267968
8,1.4872713144689134
9,1.4841162174452964
10,1.4866405931505524
11,1.48375423920195
12,1.4909411305980231
13,1.5011006474208022
14,1.488733961467995
15,1.4770867547282498
16,1.495114138181082
17,1.4924367054899692
18,1.4803516651564919
19,1.485687910394338
20,1.4928281810927286
21,1.4887361185953252
22,1.4894896949288066
23,1.4892829135434629
24,1.4928192569589465
25,1.4873292767617488
26,1.4857157339195015
