history_lag,smoothed_alpha_mean
0,1.4925245019662987
1,1.4924858945622492
2,1.4943933383607517
3,1.4968933438539915
4,1.4954922819067067
5,1.494294489957751
6,1.4928353939994656
7,1.4964186902668042
8,1.502550970613912
9,1.4963217860225517
10,1.4948046333501601
11,1.4920510619472966
12,1.499553137781136
13,1.4950567730072872
14,1.491016022059741
15,1.4910207717175037
16,1.4959940973160142
17,1.496098538786665
18,1.4964100723670093
19,1.490747140594046
20,1.4916176350614394
21,1.4826616500761878
22,1.486576749409527
23,1.4905038897508
24,1.4941246494558518
25,1.493753852757205
26,1.493837967017383
27,1.493795851216312
28,1.4897143994606452
29,1.4951669694658796
30,1.4895416207384495
31,1.4834975425738208
32,1.494630243172272
33,1.4932027750022532
34,1.489645782827998
35,1.4894573294115607
36,1.4971196756060825
37,1.482203393500737
38,1.4946844806240804
39,1.4973225591824417
