history_lag,smoothed_alpha_mean
0,1.4907286500547061
1,1.494248082956676
2,1.4888766240435036
3,1.4806534236482003
4,1.4998773548963462
5,1.4812723606158456
6,1.485138206442459
7,1.4881374943396248
8,1.4966008995396547
9,1.4881280802621597
10,1.4878351154840412
11,1.4904637290474847
12,1.4862474113570765
13,1.490029763990324
14,1.4881473371938405
15,1.4894079437413994
16,1.49237523348425
17,1.4893761441328954
18,1.4923061839483411
19,1.4917635481908742
20,1.48716391961509
21,1.4779674022462723
22,1.4812682187242787
23,1.4810421947027743
