history_lag,smoothed_alpha_mean
0,1.495786157371523
1,1.4975878831161664
2,1.490280407971902
3,1.4948846450187998
4,1.4959090857464228
5,1.4938342302214902
6,1.4971965184331053
7,1.4959449588938716
8,1.4917394433875968
9,1.500770841235021
10,1.49893509428999
11,1.4945706359194257
12,1.4937768828420614
13,1.491317004029863
14,1.503510831881292
15,1.49273325948517
16,1.4891089010978338
17,1.4923351506700628
18,1.500050635514403
19,1.4953952378127815
20,1.4926234238735065
21,1.4948340733208454
22,1.4881282724554
23,1.4894631957225164
24,1.4868594981849148
25,1.490838882948619
26,1.4927969756706445
27,1.4903257947636133
28,1.4983938542527062
29,1.4912026640589207
30,1.492899864830676
31,1.4881222793375788
32,1.489910345736309
33,1.4860090677913698
34,1.4914238733452228
35,1.4969598426707167
36,1.4911411187198584
37,1.4877376969593379
38,1.489476732361034
39,1.4930382777703077
40,1.4922066117508543
